Date,Temperature(Deg C),Specific Conductance(uS/m),Dissolved Oxygen(mg/L),pH(SU),Oxidation-Reduction Potential(mV),Turbidity(NTU),Chlorophyll a (ug/L)
01/24/13,7.48,131,12.67,7.41,361.43,20.93,4.6
01/25/13,7.40,129,12.57,7.38,364.23,18.22,4.6
01/26/13,7.55,126,12.55,7.34,365.80,17.16,4.3
01/27/13,7.51,122,12.53,7.32,367.08,16.42,4.3
01/28/13,7.86,121,12.41,7.34,368.06,16.23,4.2
01/29/13,8.44,121,12.22,7.35,368.05,15.69,4.2
01/30/13,9.09,118,12.08,7.35,366.67,18.26,4.2
01/31/13,8.79,119,11.86,7.41,365.98,14.52,4.3
02/01/13,8.34,122,11.82,7.45,365.64,15.30,4.4
02/02/13,7.74,124,11.78,7.45,367.22,12.65,4.1
02/03/13,7.87,127,11.80,7.44,366.67,14.89,4.0
02/04/13,7.69,126,11.83,7.45,367.84,13.81,4.2
02/05/13,8.15,129,11.81,7.43,368.02,12.02,3.7
02/06/13,8.54,129,11.99,7.42,367.49,11.11,3.5
02/07/13,8.93,127,12.08,7.40,366.79,10.76,3.5
02/08/13,9.15,125,12.29,7.45,363.28,13.83,4.0
02/09/13,8.91,123,12.11,7.46,365.32,10.99,4.0
02/10/13,8.89,121,12.08,7.49,364.81,18.21,4.6
02/11/13,9.13,123,11.92,7.45,365.90,13.96,4.1
02/12/13,9.11,125,11.92,7.41,366.38,11.26,3.7
02/13/13,8.91,126,12.05,7.42,366.11,11.00,3.8
02/14/13,8.79,125,11.88,7.41,367.82,9.51,3.7
02/15/13,8.94,128,12.03,7.43,365.77,11.59,3.8
02/16/13,8.63,129,12.11,7.47,367.78,11.07,3.9
02/17/13,8.30,129,12.11,7.50,368.68,9.35,3.9
02/18/13,8.10,131,12.27,7.58,367.35,12.84,4.3
02/19/13,8.37,132,12.13,7.56,368.66,12.98,4.0
02/20/13,8.20,133,12.09,7.56,369.42,9.99,4.1
02/21/13,7.73,132,12.06,7.55,371.90,8.82,4.3
02/22/13,7.79,132,11.99,7.52,373.65,7.73,4.1
02/23/13,7.84,132,12.23,7.56,371.36,7.40,4.2
02/24/13,8.06,132,12.00,7.51,376.81,6.70,4.0
02/25/13,8.41,132,12.04,7.52,376.94,6.74,4.0
02/26/13,8.69,130,11.89,7.55,375.39,7.13,4.8
02/27/13,8.60,132,11.66,7.53,378.13,7.04,4.5
02/28/13,8.37,136,11.65,7.55,376.58,7.31,4.1
03/01/13,8.11,138,11.67,7.58,377.22,7.17,4.2
03/02/13,7.56,138,11.94,7.63,376.00,7.98,5.0
03/03/13,7.39,141,11.92,7.60,379.42,5.76,4.1
03/04/13,7.37,140,12.19,7.69,375.35,5.42,4.6
03/05/13,7.58,140,12.23,7.70,374.13,6.12,5.1
03/06/13,7.25,142,12.34,7.72,373.66,6.87,5.6
03/07/13,7.32,143,12.23,7.67,379.98,5.45,5.5
03/08/13,7.54,142,12.21,7.68,379.71,5.17,5.3
03/09/13,7.86,141,12.47,7.74,374.20,5.22,5.8
03/10/13,8.39,143,12.47,7.78,367.43,5.76,5.7
03/11/13,8.72,142,11.90,7.61,379.08,5.29,4.7
03/18/13,10.50,156,10.66,7.78,289.24,9.20,6.8
03/19/13,10.63,160,10.73,7.84,284.24,7.91,6.0
03/20/13,10.59,160,10.91,7.92,281.70,8.10,6.6
03/21/13,10.49,165,10.98,7.97,282.37,6.57,6.1
03/22/13,10.29,167,10.98,7.99,281.17,5.57,6.3
03/23/13,10.46,163,10.94,7.98,283.73,5.20,6.1
03/24/13,10.57,165,10.74,7.95,287.54,5.44,5.9
03/25/13,10.06,165,10.76,7.99,287.09,6.42,6.4
03/26/13,9.65,168,10.81,8.02,291.34,5.75,6.0
03/27/13,9.76,168,10.89,8.05,296.53,4.65,5.6
03/28/13,10.08,164,11.28,8.20,295.31,4.06,6.2
03/29/13,10.14,168,10.91,8.06,300.04,3.95,5.7
03/30/13,10.23,169,10.77,8.04,302.70,3.84,5.6
03/31/13,10.78,171,10.40,7.94,307.85,3.38,4.9
04/01/13,11.16,170,10.78,8.08,307.02,3.92,6.2
04/02/13,11.24,172,10.55,8.02,309.38,3.41,5.9
04/03/13,11.18,174,10.52,8.03,311.88,3.10,6.0
04/04/13,11.21,174,10.33,7.98,312.76,2.95,6.0
04/05/13,11.53,173,10.46,8.03,313.77,2.85,6.3
04/06/13,11.70,172,10.77,8.16,315.73,3.03,7.0
04/07/13,11.79,171,10.75,8.15,315.89,3.17,7.1
04/08/13,12.32,172,10.85,8.23,313.86,3.29,8.0
04/09/13,12.96,173,10.75,8.28,307.50,3.36,8.0
04/10/13,13.55,174,10.80,8.31,308.39,3.73,8.3
04/11/13,14.09,172,10.25,8.20,311.99,3.82,7.9
04/12/13,14.05,171,10.07,8.19,313.25,4.09,7.8
04/13/13,14.46,170,9.98,8.16,316.84,4.76,7.3
04/14/13,14.95,169,9.95,8.18,308.99,6.02,8.0
04/15/13,15.26,167,9.73,8.06,319.25,5.69,7.7
04/16/13,15.70,162,9.48,7.94,326.79,5.65,7.3
04/17/13,16.39,156,9.00,7.76,333.20,6.11,6.7
04/18/13,17.12,147,8.83,7.63,334.37,8.16,6.2
04/19/13,17.22,143,8.51,7.59,337.59,7.55,6.1
05/24/13,22.51,141,8.49,7.62,169.82,5.09,6.9
05/25/13,22.34,140,8.46,7.80,157.29,4.55,7.4
05/26/13,22.39,139,8.68,7.80,143.55,5.24,8.1
05/27/13,22.67,138,8.99,7.84,135.01,6.44,8.9
05/28/13,22.91,140,8.92,7.92,129.04,6.84,8.7
05/29/13,23.36,139,8.85,8.00,100.12,6.84,8.5
05/30/13,23.70,138,8.74,8.01,100.24,7.89,8.1
05/31/13,23.91,137,8.46,7.94,117.27,6.68,6.9
06/01/13,23.78,135,7.54,7.82,92.54,5.54,5.3
06/02/13,23.89,135,7.32,7.74,86.77,5.57,4.2
06/03/13,23.90,135,7.34,7.79,77.90,6.53,4.0
06/04/13,23.92,136,6.28,7.65,69.20,5.30,3.7
06/05/13,24.47,136,6.45,7.70,79.42,5.20,4.4
06/06/13,25.12,135,6.90,7.92,73.97,4.98,5.3
06/07/13,24.96,136,7.64,8.09,68.41,6.08,7.4
06/08/13,24.70,137,7.20,7.78,76.89,4.56,5.2
06/09/13,24.88,138,7.15,7.93,78.52,5.83,6.5
06/10/13,24.87,141,6.66,7.81,74.89,7.03,5.4
06/11/13,25.10,142,6.63,7.83,70.94,13.50,5.9
06/12/13,25.78,143,6.66,7.84,57.45,14.27,7.1
06/13/13,26.47,144,7.12,7.91,41.68,10.71,7.7
06/14/13,26.58,144,7.83,8.00,38.26,7.08,8.3
06/15/13,26.81,145,8.28,8.04,32.98,5.91,9.2
06/21/13,27.96,139,7.73,8.20,12.10,15.38,6.0
06/22/13,28.18,138,7.60,8.16,10.84,14.96,6.5
06/23/13,28.31,140,7.25,8.07,3.79,14.62,6.5
06/24/13,28.37,141,7.16,8.02,4.90,28.77,7.0
06/25/13,28.38,145,7.05,8.00,5.08,59.84,6.6
06/26/13,28.62,145,7.32,8.08,4.48,43.97,8.5
06/27/13,28.94,145,7.58,8.16,1.55,148.69,10.1
06/28/13,29.11,146,7.12,8.06,-4.76,212.02,10.0
06/29/13,29.04,147,7.40,8.11,-0.35,330.76,10.1
06/30/13,28.79,148,7.25,8.13,0.27,35.58,9.4
07/01/13,28.34,148,6.94,8.16,10.37,307.61,8.1
07/02/13,28.04,151,6.08,7.74,1.71,126.75,6.2
07/03/13,27.88,149,6.57,7.82,17.72,19.99,6.6
07/04/13,27.86,147,6.99,7.98,22.67,60.20,8.8
07/05/13,27.49,146,6.64,8.05,23.15,297.63,7.8
07/06/13,27.43,148,7.05,8.42,24.56,17.43,7.7
07/07/13,27.59,154,6.70,7.98,23.60,8.62,7.6
07/08/13,28.06,152,6.64,7.94,22.62,8.55,7.6
07/09/13,28.57,152,6.25,7.86,16.93,34.46,6.4
07/10/13,28.83,156,6.17,7.86,11.61,67.33,5.6
07/11/13,29.04,159,6.70,7.88,-6.73,246.94,7.6
07/12/13,28.73,166,6.78,7.91,-14.20,196.32,7.6
07/13/13,28.34,167,6.98,7.90,0.52,242.81,6.9
07/14/13,28.14,166,7.07,7.81,4.70,357.46,6.3
07/15/13,28.02,161,6.57,7.86,13.49,525.65,5.8
07/16/13,28.00,159,6.79,7.79,17.83,626.24,5.7
07/17/13,28.37,161,7.11,7.81,17.78,606.29,6.0
07/18/13,28.80,167,7.27,7.85,29.35,708.54,7.2
07/19/13,28.85,169,7.12,7.70,72.67,838.91,6.5
07/20/13,28.83,169,6.93,7.63,146.37,1060.26,6.4
07/21/13,29.13,167,6.86,7.83,121.95,272.15,8.3
07/22/13,28.68,166,5.90,7.72,82.19,269.44,6.3
07/24/13,28.98,138,8.77,7.84,282.61,3.03,10.8
07/25/13,28.54,138,8.02,7.57,293.13,2.96,8.7
07/26/13,28.32,139,7.62,7.46,299.96,2.87,6.7
07/27/13,28.26,138,7.67,7.56,304.48,3.05,7.2
07/28/13,27.97,139,7.19,7.34,312.85,4.60,6.0
07/29/13,27.69,139,7.02,7.29,312.69,8.35,4.5
07/30/13,27.27,139,6.73,7.15,315.11,4.83,3.8
07/31/13,27.09,138,6.45,7.11,314.26,3.73,2.7
08/01/13,27.37,139,6.75,7.15,312.87,5.58,3.7
08/02/13,27.28,140,6.25,7.02,312.29,38.85,2.8
08/03/13,27.30,138,7.18,7.18,308.24,284.26,4.8
08/04/13,27.55,139,7.06,7.14,310.89,609.61,4.8
08/05/13,27.03,139,6.45,7.07,313.07,731.73,4.5
08/06/13,27.00,139,5.62,6.99,319.36,950.82,2.6
08/07/13,27.02,139,5.61,6.98,322.88,968.52,2.0
08/08/13,27.09,139,5.35,6.93,323.59,1226.80,1.9
08/09/13,27.21,139,5.17,6.96,325.75,1314.23,2.6
08/10/13,27.46,139,6.10,7.01,324.20,1317.46,3.3
08/11/13,27.72,139,7.60,7.29,321.61,1319.83,5.0
08/12/13,27.48,138,6.01,7.01,326.93,1309.10,3.8
08/13/13,27.44,136,6.15,7.05,325.42,815.04,3.4
08/14/13,27.42,136,6.24,7.04,322.56,52.22,2.7
08/15/13,27.32,135,6.32,6.94,319.89,24.83,2.1
08/16/13,26.91,133,6.04,6.94,322.84,22.28,2.0
08/17/13,26.66,132,5.90,6.97,323.45,21.19,1.7
08/18/13,26.54,132,5.95,6.94,323.26,28.25,1.5
08/19/13,26.73,133,6.17,6.97,324.52,30.89,1.8
08/20/13,27.23,134,6.97,7.08,323.03,38.74,2.4
08/21/13,27.50,132,7.45,7.18,322.10,34.07,3.4
08/22/13,28.01,132,8.04,7.28,322.34,61.25,3.9
08/23/13,28.46,134,7.78,7.34,319.10,92.34,3.6
08/24/13,28.84,133,7.75,7.47,317.54,177.18,3.6
08/25/13,28.37,132,6.49,7.11,322.80,212.44,2.8
08/26/13,28.47,132,6.21,7.04,324.76,266.81,2.3
08/27/13,28.50,132,5.45,6.87,326.14,303.54,1.5
08/28/13,29.02,133,6.60,6.94,323.88,361.22,2.0
08/29/13,29.49,131,6.86,7.14,322.54,403.39,2.0
08/30/13,29.89,130,25.55,7.07,311.92,436.46,1.8
08/31/13,30.29,130,7.13,7.16,298.02,488.59,2.9
09/01/13,29.37,130,5.70,6.86,316.77,354.84,3.1
09/02/13,29.10,129,5.62,6.69,299.55,352.06,2.9
09/03/13,29.23,131,34.66,6.76,309.25,401.13,2.9
09/04/13,28.91,131,16.76,6.66,319.96,506.81,1.9
09/05/13,28.71,130,5.50,6.67,318.42,669.38,1.4
09/06/13,28.67,129,6.08,6.70,323.20,735.09,1.4
09/07/13,28.98,130,14.68,6.84,314.03,778.54,1.7
09/08/13,29.02,130,6.61,6.81,317.50,901.37,1.7
09/09/13,28.86,131,4.74,6.70,314.89,1242.56,2.4
09/10/13,28.68,133,4.09,6.69,344.69,1312.44,1.6
09/11/13,28.65,137,4.75,6.78,351.06,1184.98,1.8
09/12/13,28.73,138,4.58,6.87,380.40,1125.61,2.3
09/13/13,28.37,138,5.34,6.87,393.01,1168.34,3.1
09/14/13,27.82,161,4.83,6.78,369.70,1039.99,1.9
09/15/13,27.12,138,7.21,6.56,342.51,910.60,1.2
09/16/13,26.76,138,3.70,6.55,330.41,793.44,1.8
09/17/13,26.67,139,0.00,6.40,326.72,637.55,1.6
09/18/13,26.34,139,0.00,6.13,329.62,564.20,3.0
09/19/13,26.15,139,0.00,5.89,333.96,380.23,7.3
09/23/13,25.39,126,7.94,7.47,365.77,2.93,3.8
09/24/13,24.85,126,7.28,7.31,374.16,3.42,3.0
09/25/13,24.99,127,7.18,7.29,381.43,3.22,3.2
09/26/13,25.20,127,7.66,7.41,377.48,3.10,4.3
09/27/13,25.21,129,7.56,7.39,373.88,3.30,3.5
09/28/13,25.15,130,7.47,7.33,371.80,5.29,3.6
09/29/13,24.82,132,6.72,7.17,372.21,8.99,2.2
09/30/13,24.41,132,6.60,7.15,379.13,9.36,1.7
10/01/13,24.24,130,6.53,7.12,377.03,10.32,1.6
10/02/13,24.20,128,6.29,7.06,374.17,11.52,1.8
10/03/13,24.31,126,6.40,7.09,371.88,11.69,2.3
10/04/13,24.44,125,6.70,7.16,369.06,9.08,2.8
10/05/13,24.63,125,7.00,7.25,369.05,6.24,3.4
10/06/13,24.39,129,6.89,7.22,368.62,7.29,2.8
10/07/13,23.81,132,7.03,7.25,368.74,7.00,2.5
10/08/13,23.40,133,7.07,7.27,368.94,7.00,2.5
10/09/13,23.15,133,7.04,7.25,369.38,7.85,2.4
10/10/13,23.49,133,7.41,7.32,369.55,9.50,2.6
10/11/13,23.24,130,7.44,7.32,369.01,14.94,3.2
10/12/13,23.04,131,7.15,7.27,369.56,18.06,2.3
10/13/13,23.01,135,7.20,7.26,370.00,18.69,2.6
10/14/13,22.88,136,7.06,7.26,372.10,22.00,2.3
10/15/13,22.60,136,7.14,7.26,372.57,27.28,2.3
10/16/13,22.42,135,7.12,7.23,373.31,23.76,1.9
10/17/13,22.06,136,7.08,7.23,372.95,24.02,1.7
10/18/13,21.81,136,6.97,7.20,372.62,25.97,1.6
10/19/13,21.35,136,7.15,7.23,373.42,29.04,1.6
10/20/13,20.60,137,7.38,7.29,370.23,37.96,1.7
10/21/13,20.20,139,7.48,7.28,373.06,38.47,1.6
10/22/13,19.88,139,7.73,7.35,376.51,34.98,1.8
10/23/13,19.01,138,8.24,7.42,378.14,26.72,2.3
10/24/13,18.43,139,8.35,7.45,378.95,27.94,2.1
10/25/13,17.86,139,8.51,7.49,380.11,14.17,2.2
10/26/13,17.31,140,8.48,7.44,381.44,14.92,1.9
10/27/13,17.05,142,8.49,7.40,381.27,15.06,1.9
10/28/13,17.13,144,8.56,7.41,380.35,16.06,1.9
10/29/13,17.16,143,8.72,7.44,379.40,20.59,2.2
10/30/13,17.28,142,8.69,7.46,379.04,20.82,2.0
10/31/13,17.47,140,8.88,7.52,378.66,19.70,2.1
11/01/13,17.52,141,8.70,7.48,381.42,28.88,1.8
11/02/13,17.45,142,8.85,7.54,380.60,25.71,1.9
11/03/13,17.37,144,8.70,7.53,385.27,8.45,1.9
11/04/13,17.05,145,8.76,7.54,385.01,7.96,1.7
11/05/13,16.84,145,8.91,7.55,384.98,9.22,1.9
11/06/13,16.63,147,9.08,7.58,385.28,10.62,1.8
11/07/13,16.03,147,9.38,7.64,386.49,8.23,1.8
11/08/13,15.84,150,9.21,7.60,389.58,8.44,1.7
11/09/13,15.61,152,9.22,7.60,387.78,9.73,1.6
11/10/13,15.48,150,9.36,7.61,386.30,9.07,1.8
11/11/13,15.26,148,9.40,7.61,387.33,11.49,1.7
11/12/13,14.86,148,9.73,7.67,383.97,8.47,1.8
11/13/13,14.06,149,9.85,7.65,394.57,9.31,1.7
11/14/13,13.49,148,10.00,7.69,394.42,8.74,1.7
11/15/13,13.15,148,10.03,7.70,393.91,9.05,1.6
11/16/13,12.92,147,10.33,7.75,391.49,7.80,1.7
11/17/13,13.45,146,10.30,7.73,388.59,7.92,1.7
11/18/13,13.49,147,10.34,7.74,389.96,6.19,1.7
11/19/13,13.16,149,10.26,7.71,396.18,5.27,1.7
11/20/13,12.79,149,10.27,7.70,399.46,6.23,1.7
11/21/13,12.86,149,10.45,7.74,397.11,6.74,2.0
11/22/13,12.99,148,10.31,7.69,395.09,5.91,1.9
11/23/13,12.56,147,10.56,7.76,386.38,5.87,2.0
11/24/13,11.76,147,10.66,7.76,395.18,6.95,1.7
11/25/13,11.09,150,10.64,7.72,407.65,8.24,1.6
11/26/13,10.66,150,10.81,7.78,403.51,7.75,1.8
11/27/13,9.45,149,11.30,7.88,395.18,7.88,2.1
11/28/13,8.83,150,11.30,7.81,408.70,9.93,1.7
11/29/13,8.79,151,11.30,7.80,409.99,9.87,1.5
11/30/13,8.55,152,11.49,7.82,407.22,10.40,1.6
12/01/13,8.44,152,11.62,7.81,407.37,11.47,1.8
12/02/13,8.70,153,11.52,7.77,409.00,11.12,1.8
12/03/13,9.23,152,11.35,7.75,409.20,10.79,1.9
12/04/13,9.86,151,11.36,7.79,403.52,12.03,2.1
12/05/13,10.32,152,11.12,7.77,396.25,9.21,2.0
12/06/13,9.90,152,11.18,7.81,390.93,8.60,1.9
12/07/13,9.15,153,11.42,7.86,400.59,10.14,1.8
12/08/13,8.49,152,11.43,7.83,413.03,12.25,1.9
12/09/13,8.19,153,11.52,7.87,415.74,13.01,1.9
12/10/13,7.69,154,11.63,7.87,416.57,13.95,1.8
12/11/13,7.47,154,11.68,7.87,416.16,14.94,1.8
12/12/13,7.18,152,11.71,7.79,422.22,16.19,2.2
12/13/13,6.80,149,11.83,7.73,438.57,17.06,2.5
12/14/13,7.00,151,11.73,7.70,444.64,17.73,2.3
12/15/13,6.77,152,11.89,7.64,440.54,16.84,2.3
12/16/13,6.56,152,12.11,7.65,439.10,18.40,2.7
12/17/13,7.01,155,12.14,7.64,440.34,18.27,2.4
12/18/13,7.12,155,12.26,7.67,451.71,20.78,2.7
12/19/13,7.28,156,12.35,7.71,446.06,23.31,3.0
12/20/13,8.07,155,12.14,7.67,435.95,24.35,2.8
12/21/13,8.86,154,11.90,7.57,448.12,24.24,2.8
12/22/13,9.24,152,11.74,7.55,458.29,25.74,3.5
12/23/13,9.18,153,11.79,7.57,449.81,19.86,3.3
12/24/13,8.85,154,11.74,7.55,458.53,19.20,151.5
12/25/13,8.24,152,11.78,7.57,464.76,21.33,149.5
12/26/13,8.10,155,11.73,7.57,455.57,22.29,141.3
12/27/13,8.09,154,11.61,7.55,450.58,23.47,2.6
12/28/13,8.16,152,11.53,7.49,460.15,24.43,2.9
12/29/13,8.27,149,11.62,7.47,468.67,22.96,3.4
12/30/13,7.98,147,11.88,7.48,474.05,22.17,2.9
12/31/13,7.54,150,12.02,7.49,478.36,22.55,2.8
01/01/14,7.42,149,12.18,7.51,480.38,23.48,2.9
01/02/14,7.44,146,12.28,7.54,471.92,25.02,3.3
01/03/14,6.78,146,12.40,7.57,472.33,21.97,3.7
01/04/14,6.16,144,12.67,7.64,470.58,25.20,4.4
01/05/14,5.66,142,12.87,7.63,474.84,24.07,5.9
01/06/14,5.05,142,12.93,7.61,473.36,28.36,7.8
01/07/14,4.04,138,13.20,7.64,461.16,33.34,497.0
01/08/14,3.12,137,13.59,7.68,460.09,33.27,426.5
01/09/14,3.29,140,13.65,7.69,461.74,30.29,542.3
01/10/14,3.80,139,13.65,7.71,456.77,28.89,519.2
01/11/14,5.03,139,13.23,7.55,461.26,26.47,563.5
01/12/14,5.54,136,13.38,6.84,338.11,26.96,563.5
01/13/14,5.89,134,13.19,6.77,334.90,29.36,563.5
01/14/14,6.16,136,12.98,7.25,423.07,29.11,407.8
01/15/14,6.06,138,13.05,6.93,343.19,24.88,563.5
01/16/14,5.64,140,12.89,6.76,401.79,26.99,563.5
01/17/14,5.12,140,13.10,6.90,413.89,25.78,563.5
01/18/14,4.59,137,13.26,6.69,348.46,26.24,563.5
01/19/14,4.70,131,13.33,6.82,306.14,25.00,563.5
01/20/14,4.83,129,13.55,6.99,314.77,24.40,563.5
01/21/14,4.90,131,13.55,6.99,317.99,35.29,563.5
01/22/14,4.12,133,13.52,6.88,292.22,45.90,563.5
01/23/14,3.90,133,13.65,7.21,389.69,42.20,563.5
01/24/14,3.63,135,13.69,7.22,409.17,51.80,563.5
01/25/14,3.49,137,13.72,7.00,365.04,48.84,563.5
01/26/14,3.41,137,13.78,6.99,369.97,41.64,563.5
01/27/14,3.40,138,13.88,7.05,339.13,23.56,563.5
01/28/14,2.82,143,14.04,6.86,283.22,31.69,563.5
01/29/14,2.53,141,14.16,6.96,275.92,29.65,563.5
01/30/14,2.51,139,14.15,7.16,301.23,30.72,563.5
01/31/14,2.47,139,14.26,7.35,358.39,31.41,563.5
02/01/14,2.87,142,14.20,7.55,449.99,30.82,563.5
02/02/14,3.24,141,14.02,7.70,448.22,24.95,563.5
02/03/14,3.04,142,13.89,7.67,451.37,27.65,563.5
02/04/14,2.68,142,14.02,7.65,468.08,28.04,563.5
02/05/14,3.37,146,13.66,7.65,464.16,29.94,563.5
02/06/14,2.95,144,13.88,7.68,458.23,34.06,563.5
02/07/14,2.64,142,13.89,7.64,471.83,37.90,563.5
02/08/14,2.87,135,13.59,6.97,398.46,45.97,563.5
02/09/14,3.21,126,13.30,7.48,464.35,57.97,563.5
02/10/14,3.18,119,13.37,7.42,492.70,57.93,673.4
02/11/14,2.84,120,13.67,7.41,493.82,54.27,654.0
02/12/14,2.69,123,13.90,7.32,498.81,50.97,695.1
02/13/14,2.94,126,13.97,7.30,499.64,55.78,693.0
02/14/14,2.99,127,14.11,7.39,495.96,48.98,562.9
02/15/14,3.34,133,14.02,7.36,487.73,37.75,563.5
02/16/14,3.81,135,13.99,7.44,486.10,37.54,563.5
02/17/14,3.96,134,13.96,7.45,483.73,37.32,563.5
02/22/14,8.14,135,13.15,7.57,434.55,38.33,693.4
02/26/14,7.57,133,34.94,8.17,-90.49,257.90,11.0
02/27/14,7.24,139,39.25,8.33,-98.64,243.32,11.8
02/28/14,7.15,133,12.09,8.26,-108.06,214.77,10.3
03/01/14,7.51,133,12.24,8.38,-114.09,208.08,9.5
03/02/14,7.68,136,11.99,8.18,-104.40,209.14,10.2
03/03/14,6.71,137,11.89,8.11,-100.88,206.19,11.0
03/04/14,6.16,136,12.05,8.20,-104.92,203.63,9.7
03/05/14,6.50,137,11.96,8.15,-102.78,203.73,9.8
03/06/14,6.84,137,11.84,8.09,-99.99,202.93,10.4
03/07/14,7.14,132,11.80,8.02,-96.63,203.89,13.6
03/08/14,7.34,128,11.71,7.85,-88.07,209.09,15.9
03/09/14,7.74,128,11.75,7.90,-90.83,206.99,15.0
03/10/14,8.19,129,11.73,7.89,-90.27,203.48,13.1
03/11/14,9.05,131,12.00,7.97,-94.42,197.17,11.1
03/12/14,9.55,130,11.42,7.68,-79.94,202.27,13.5
03/13/14,9.71,133,11.31,7.72,-82.25,197.95,9.6
03/14/14,9.71,131,11.19,7.75,-83.74,193.39,8.2
03/15/14,10.25,132,11.18,7.87,-89.65,183.97,6.9
03/16/14,10.44,136,11.21,7.92,-92.22,184.36,6.3
03/17/14,10.06,139,10.82,7.82,-87.06,185.06,5.8
03/18/14,10.03,138,11.05,7.98,-95.05,180.57,5.7
03/19/14,10.27,135,10.71,7.82,-86.97,184.68,6.6
03/20/14,10.68,134,10.73,7.87,-89.81,185.11,5.1
03/21/14,10.94,137,11.01,8.11,-101.41,176.84,4.7
03/22/14,11.15,144,10.89,8.06,-99.06,176.31,4.4
03/23/14,11.30,147,10.81,8.01,-96.51,180.24,4.2
03/24/14,11.29,153,10.75,8.00,-96.36,182.96,3.8
03/25/14,10.87,156,10.85,8.05,-98.79,182.84,4.4
03/26/14,10.53,145,10.79,8.04,-97.89,186.93,3.7
03/27/14,10.46,142,10.93,8.11,-101.60,190.04,4.4
03/28/14,10.85,142,10.77,8.08,-100.04,192.38,4.0
03/29/14,10.82,141,10.83,8.10,-100.93,193.80,4.4
03/30/14,10.93,138,12.77,8.03,-97.48,198.44,3.5
03/31/14,11.30,139,10.90,8.13,-102.72,196.21,3.1
04/01/14,11.64,140,10.82,8.10,-101.21,195.78,2.7
04/02/14,12.59,137,11.06,8.23,-107.88,189.41,2.7
04/03/14,12.80,136,10.66,8.07,-99.87,195.21,2.6
04/04/14,13.07,136,10.46,8.00,-96.24,202.34,3.4
04/05/14,13.27,134,10.37,7.98,-95.50,205.71,3.7
04/06/14,13.57,133,10.10,7.87,-90.00,212.23,3.4
04/07/14,13.57,133,9.94,7.82,-87.46,218.34,3.3
04/08/14,13.30,136,9.70,7.72,-82.73,225.34,3.3
04/09/14,13.27,136,9.43,7.65,-78.80,231.94,3.3
04/15/14,15.61,142,8.98,7.66,-79.94,217.13,8.8
04/16/14,15.51,142,8.61,7.56,-74.85,219.30,9.1
04/17/14,15.59,139,8.68,7.55,-73.94,214.79,11.3
04/18/14,15.98,138,8.74,7.55,-74.02,210.53,6.1
04/19/14,16.75,139,8.84,7.56,-74.75,204.38,5.4
04/20/14,16.77,139,8.86,7.55,-74.39,201.60,4.8
04/21/14,17.19,139,9.04,7.56,-75.01,199.34,5.6
04/22/14,18.23,139,10.24,8.15,-104.83,183.52,8.3
04/23/14,18.23,139,9.52,7.96,-95.55,188.37,6.1
04/24/14,18.08,138,9.68,8.04,-99.44,189.49,13.8
04/25/14,18.24,140,8.92,7.81,-87.45,196.50,16.7
04/26/14,18.66,139,9.11,7.81,-87.82,194.45,16.3
04/27/14,18.59,137,8.80,7.73,-83.86,191.09,27.9
04/28/14,18.43,134,8.30,7.67,-80.79,187.86,21.7
04/29/14,18.38,134,7.63,7.47,-70.42,199.47,11.7
04/30/14,18.38,140,7.19,7.33,-63.38,202.40,6.5
05/01/14,18.27,147,6.82,7.28,-60.84,199.24,8.3
05/02/14,18.19,146,6.82,7.27,-60.33,192.70,8.1
05/03/14,18.08,145,6.79,7.25,-59.33,186.17,8.0
05/04/14,18.51,140,7.42,7.34,-63.71,180.45,9.5
05/05/14,18.82,132,7.23,7.24,-58.74,179.59,12.4
05/06/14,19.28,128,7.27,7.24,-58.53,175.60,18.4
05/07/14,19.57,124,7.64,7.30,-61.75,171.75,23.2
05/08/14,20.09,121,7.77,7.34,-63.64,168.87,12.5
05/09/14,20.25,120,7.69,7.31,-62.12,168.70,11.2
05/10/14,20.53,120,6.97,7.22,-57.58,163.47,8.7
05/11/14,21.03,119,7.23,7.26,-59.70,163.21,8.5
05/12/14,21.55,119,7.32,7.28,-61.10,165.17,7.2
05/13/14,22.06,119,7.56,7.35,-64.65,162.11,6.2
05/14/14,22.21,122,7.42,7.37,-65.67,158.59,6.3
05/15/14,21.37,122,6.70,7.28,-60.78,164.66,5.3
05/16/14,21.10,122,6.14,7.19,-56.13,165.04,5.1
05/17/14,20.98,124,6.19,7.17,-55.00,163.71,4.4
05/18/14,20.92,123,7.15,7.29,-61.25,161.64,4.5
05/19/14,20.81,124,7.29,7.29,-61.55,162.67,5.5
05/20/14,20.95,127,7.32,7.33,-63.63,161.91,5.4
05/21/14,21.54,128,7.26,7.34,-64.13,157.97,4.0
05/22/14,22.72,128,7.57,7.71,-83.12,142.47,2.6
05/23/14,24.01,129,8.20,8.13,-105.22,126.88,2.0
05/24/14,24.45,131,8.88,8.61,-130.28,109.25,1.9
05/25/14,24.26,134,8.08,8.26,-112.02,116.32,1.8
05/26/14,24.80,138,7.63,8.01,-98.90,121.27,1.5
05/27/14,25.14,138,6.76,7.85,-90.75,121.01,1.8
05/28/14,25.15,139,6.54,7.80,-88.30,127.16,2.0
05/29/14,24.81,139,4.95,7.34,-64.08,138.27,1.8
05/30/14,25.22,140,3.71,7.19,-56.31,132.95,1.2
