Date,Time,DateTime,days,Chlorophyll_RFU,Depth_m,fDOM_QSU,fDOM_RFU,ODO_PerSat,ODO_PerLocSat,ODO_mg_L,SpCond_uS_cm,TAL_PC_RFU,pH,Light_lux,Turbidity_FNU,Temp_C
3/31/2023,4:00:00,3/31/2023 4:00,3.49,0.49,0.393,23.33,7.78,106.9,109.1,10.67,124.7,0.51,7.79,0,1.64,15.425
3/31/2023,4:05:00,3/31/2023 4:05,3.5,0.49,0.391,23.28,7.77,106.6,108.8,10.65,124.5,0.52,7.78,0,1.41,15.414
3/31/2023,4:10:00,3/31/2023 4:10,3.5,0.62,0.39,23.31,7.78,106.1,108.3,10.6,124.7,0.53,7.77,0,1.49,15.399
3/31/2023,4:15:00,3/31/2023 4:15,3.5,0.51,0.389,23.29,7.77,106.5,108.8,10.65,124.7,0.49,7.77,0,1.69,15.398
3/31/2023,4:20:00,3/31/2023 4:20,3.51,0.61,0.391,23.25,7.76,105.8,108.1,10.58,124.8,0.49,7.76,0,1.69,15.382
3/31/2023,4:25:00,3/31/2023 4:25,3.51,0.57,0.389,23.3,7.77,106.3,108.5,10.62,124.8,0.51,7.76,0,1.5,15.385
3/31/2023,4:30:00,3/31/2023 4:30,3.51,0.5,0.389,23.3,7.77,105.4,107.6,10.54,124.8,0.49,7.74,0,1.49,15.372
3/31/2023,4:35:00,3/31/2023 4:35,3.52,0.48,0.391,23.22,7.75,105.5,107.7,10.56,124.8,0.57,7.75,0,1.72,15.363
3/31/2023,4:40:00,3/31/2023 4:40,3.52,0.59,0.392,23.25,7.75,105.1,107.3,10.51,124.8,0.55,7.74,0,1.71,15.35
3/31/2023,4:45:00,3/31/2023 4:45,3.52,0.51,0.393,23.3,7.77,104.8,107,10.49,124.8,0.49,7.73,0,1.76,15.321
3/31/2023,4:50:00,3/31/2023 4:50,3.53,0.46,0.395,23.28,7.77,104.8,107,10.49,124.8,0.51,7.73,0,1.43,15.313
3/31/2023,4:55:00,3/31/2023 4:55,3.53,0.46,0.393,23.28,7.77,105.8,108,10.58,124.7,0.51,7.76,0,1.31,15.342
3/31/2023,5:00:00,3/31/2023 5:00,3.53,0.54,0.392,23.29,7.77,106.4,108.7,10.65,124.6,0.49,7.78,0,1.39,15.355
3/31/2023,5:05:00,3/31/2023 5:05,3.54,0.46,0.391,23.26,7.76,107,109.3,10.7,124.6,0.52,7.8,0,1.47,15.36
3/31/2023,5:10:00,3/31/2023 5:10,3.54,0.49,0.389,23.32,7.78,105.7,107.9,10.58,124.7,0.51,7.77,0,1.58,15.333
3/31/2023,5:15:00,3/31/2023 5:15,3.55,0.49,0.388,23.29,7.77,106.5,108.7,10.66,124.7,0.5,7.78,0,1.45,15.343
3/31/2023,5:20:00,3/31/2023 5:20,3.55,0.48,0.39,23.29,7.77,106.7,108.9,10.67,124.6,0.52,7.79,0,1.23,15.348
3/31/2023,5:25:00,3/31/2023 5:25,3.55,0.49,0.39,23.34,7.78,107,109.2,10.71,124.5,0.47,7.8,0,1.37,15.338
3/31/2023,5:30:00,3/31/2023 5:30,3.56,0.46,0.39,23.33,7.78,106.9,109.1,10.7,124.5,0.49,7.81,0,1.37,15.339
3/31/2023,5:35:00,3/31/2023 5:35,3.56,0.47,0.389,23.27,7.76,107.3,109.5,10.73,124.5,0.49,7.82,0,1.39,15.352
3/31/2023,5:40:00,3/31/2023 5:40,3.56,0.45,0.389,23.27,7.76,107.1,109.4,10.72,124.6,0.48,7.83,0,1.48,15.356
3/31/2023,5:45:00,3/31/2023 5:45,3.57,0.5,0.389,23.23,7.75,107.2,109.5,10.72,124.7,0.45,7.82,0,1.35,15.378
3/31/2023,5:50:00,3/31/2023 5:50,3.57,0.43,0.389,23.2,7.74,106.9,109.1,10.69,124.7,0.52,7.81,0,1.39,15.365
3/31/2023,5:55:00,3/31/2023 5:55,3.57,0.48,0.388,23.19,7.74,106.5,108.7,10.65,124.8,0.49,7.79,0,1.5,15.367
3/31/2023,6:00:00,3/31/2023 6:00,3.58,0.48,0.39,23.23,7.75,106,108.2,10.61,124.9,0.53,7.77,0,1.78,15.353
3/31/2023,6:05:00,3/31/2023 6:05,3.58,0.47,0.389,23.26,7.76,105.7,107.9,10.58,125,0.49,7.75,0,1.55,15.329
3/31/2023,6:10:00,3/31/2023 6:10,3.58,0.53,0.389,23.44,7.82,106,108.2,10.62,125.2,0.49,7.73,0,1.58,15.31
3/31/2023,6:15:00,3/31/2023 6:15,3.59,0.51,0.39,23.31,7.78,104.8,107,10.49,125.4,0.5,7.71,0,1.74,15.305
3/31/2023,6:20:00,3/31/2023 6:20,3.59,0.57,0.39,23.43,7.82,105,107.2,10.52,125.4,0.54,7.71,0.2,1.74,15.294
3/31/2023,6:25:00,3/31/2023 6:25,3.59,0.71,0.39,23.42,7.81,105.6,107.8,10.58,125.4,0.57,7.73,2.22,1.62,15.282
3/31/2023,6:30:00,3/31/2023 6:30,3.6,0.66,0.39,23.42,7.81,104.4,106.6,10.46,125.6,0.53,7.7,17.01,1.67,15.272
3/31/2023,6:35:00,3/31/2023 6:35,3.6,0.57,0.388,23.54,7.85,104.8,107.1,10.51,125.6,0.55,7.71,50.3,1.7,15.247
3/31/2023,6:40:00,3/31/2023 6:40,3.6,0.66,0.389,23.39,7.8,103.7,105.9,10.4,126.3,0.58,7.67,89.28,1.62,15.232
3/31/2023,6:45:00,3/31/2023 6:45,3.61,0.64,0.388,23.44,7.82,103.4,105.6,10.38,126.1,0.55,7.65,155.88,1.67,15.209
3/31/2023,6:50:00,3/31/2023 6:50,3.61,0.59,0.388,23.83,7.95,106.7,109,10.71,125.5,0.52,7.75,301.68,1.49,15.19
3/31/2023,6:55:00,3/31/2023 6:55,3.61,0.54,0.388,23.63,7.88,104.8,107,10.53,125.6,0.52,7.72,489.28,2.12,15.137
3/31/2023,7:00:00,3/31/2023 7:00,3.62,0.63,0.388,23.71,7.91,104.5,106.7,10.51,125.6,0.55,7.71,426.24,1.6,15.12
3/31/2023,7:05:00,3/31/2023 7:05,3.62,0.54,0.388,23.73,7.91,105.9,108.2,10.65,125.5,0.53,7.73,535.84,1.59,15.112
3/31/2023,7:10:00,3/31/2023 7:10,3.63,0.62,0.387,23.82,7.95,105.5,107.7,10.61,125.6,0.57,7.72,911.36,1.59,15.097
3/31/2023,7:15:00,3/31/2023 7:15,3.63,0.58,0.388,23.91,7.97,104.5,106.7,10.52,125.7,0.56,7.7,1383.68,1.66,15.071
3/31/2023,7:20:00,3/31/2023 7:20,3.63,0.51,0.388,24.03,8.01,108.6,110.9,10.92,125.9,0.53,7.78,1594.88,1.8,15.118
3/31/2023,7:25:00,3/31/2023 7:25,3.64,0.57,0.388,23.84,7.95,107.5,109.7,10.8,125.9,0.56,7.75,1722.88,1.83,15.129
3/31/2023,7:30:00,3/31/2023 7:30,3.64,0.58,0.387,24.57,8.2,110.6,112.9,11.13,125.9,0.59,7.83,1802.24,1.98,15.059
3/31/2023,7:35:00,3/31/2023 7:35,3.64,0.56,0.386,24.91,8.31,114,116.4,11.48,126.1,0.58,7.97,2014.08,2.13,15.037
3/31/2023,7:40:00,3/31/2023 7:40,3.65,0.59,0.386,25.04,8.35,115.6,118,11.64,125.6,0.54,8.04,2401.92,2.1,15.03
3/31/2023,7:45:00,3/31/2023 7:45,3.65,0.52,0.385,25.57,8.53,117,119.5,11.81,125.6,0.56,8.1,2348.8,2.19,14.947
3/31/2023,7:50:00,3/31/2023 7:50,3.65,0.53,0.385,25.72,8.58,119.2,121.7,12.04,126,0.53,8.16,2780.16,1.93,14.934
3/31/2023,7:55:00,3/31/2023 7:55,3.66,0.56,0.384,25.4,8.47,119,121.6,12.02,126.6,0.58,8.15,2795.52,2.15,14.915
3/31/2023,8:00:00,3/31/2023 8:00,3.66,0.54,0.38,24.99,8.33,116.2,118.7,11.73,127.3,0.52,8.05,3043.84,2.2,14.938
3/31/2023,8:05:00,3/31/2023 8:05,3.66,0.62,0.384,24.96,8.33,115.6,118,11.67,127.5,0.54,7.99,2518.4,2.45,14.94
3/31/2023,8:10:00,3/31/2023 8:10,3.67,0.55,0.382,25.17,8.4,116.8,119.2,11.79,126.5,0.54,8.05,2447.36,2.35,14.941
3/31/2023,8:15:00,3/31/2023 8:15,3.67,0.54,0.382,25.01,8.34,116,118.4,11.71,126.6,0.55,8.04,2227.2,2.14,14.944
3/31/2023,8:20:00,3/31/2023 8:20,3.67,0.52,0.381,24.87,8.3,114.9,117.3,11.59,126.7,0.55,7.98,1756.8,2.11,14.946
3/31/2023,8:25:00,3/31/2023 8:25,3.68,0.54,0.38,24.93,8.32,115.8,118.2,11.69,127.1,0.56,8.02,1952.64,2.14,14.917
3/31/2023,8:30:00,3/31/2023 8:30,3.68,0.51,0.38,25.03,8.35,117.4,119.9,11.86,127.1,0.56,8.08,1614.08,2.24,14.902
3/31/2023,8:35:00,3/31/2023 8:35,3.68,0.57,0.38,25.2,8.41,118.3,120.8,11.95,126.7,0.57,8.12,1507.2,2.3,14.903
3/31/2023,8:40:00,3/31/2023 8:40,3.69,0.48,0.377,25.24,8.42,117.8,120.3,11.9,126.7,0.55,8.15,1946.24,2.18,14.912
3/31/2023,8:45:00,3/31/2023 8:45,3.69,0.51,0.377,25.21,8.41,117,119.5,11.82,126.8,0.55,8.11,1669.12,2.21,14.909
3/31/2023,8:50:00,3/31/2023 8:50,3.69,0.53,0.376,25.19,8.4,117.3,119.8,11.85,126.9,0.54,8.1,1698.56,2.13,14.913
3/31/2023,8:55:00,3/31/2023 8:55,3.7,0.51,0.376,25.09,8.37,117,119.5,11.82,126.5,0.54,8.09,2576.64,2.48,14.919
3/31/2023,9:00:00,3/31/2023 9:00,3.7,0.49,0.375,25.03,8.35,116,118.4,11.71,126.4,0.52,8.06,1897.6,2.47,14.938
3/31/2023,9:05:00,3/31/2023 9:05,3.7,0.48,0.375,24.89,8.3,114.5,116.9,11.55,126.2,0.57,8,2481.28,2.12,14.961
3/31/2023,9:10:00,3/31/2023 9:10,3.71,0.51,0.375,24.72,8.25,113,115.4,11.4,126,0.5,7.95,3335.68,2.23,14.991
3/31/2023,9:15:00,3/31/2023 9:15,3.71,0.49,0.375,24.65,8.22,112.9,115.3,11.38,126,0.55,7.95,3645.44,2.16,14.994
3/31/2023,9:20:00,3/31/2023 9:20,3.72,0.51,0.376,24.78,8.26,114,116.4,11.5,126.3,0.55,7.99,3617.28,2.23,14.962
3/31/2023,9:25:00,3/31/2023 9:25,3.72,0.49,0.376,24.48,8.17,112.9,115.3,11.38,126,0.51,7.95,2086.4,2.11,15.008
3/31/2023,9:30:00,3/31/2023 9:30,3.72,0.5,0.377,24.49,8.17,113.2,115.6,11.41,126,0.53,7.96,1077.44,2.45,15.003
3/31/2023,9:35:00,3/31/2023 9:35,3.73,0.58,0.376,24.69,8.24,111.8,114.2,11.28,126.3,0.53,7.93,1078.08,2.06,14.981
3/31/2023,9:40:00,3/31/2023 9:40,3.73,0.57,0.379,24.89,8.3,111.3,113.7,11.24,126.7,0.57,7.89,1126.72,1.65,14.955
3/31/2023,9:45:00,3/31/2023 9:45,3.73,0.55,0.379,24.84,8.29,110.3,112.6,11.13,126.6,0.53,7.84,1049.92,1.84,14.951
3/31/2023,9:50:00,3/31/2023 9:50,3.74,0.56,0.378,24.83,8.28,111.2,113.5,11.22,126.5,0.55,7.89,872,1.75,14.948
3/31/2023,9:55:00,3/31/2023 9:55,3.74,0.58,0.379,24.78,8.26,112.8,115.2,11.38,126.4,0.55,7.95,1015.04,2.08,14.944
3/31/2023,10:00:00,3/31/2023 10:00,3.74,0.55,0.383,24.99,8.34,116.2,118.7,11.74,126.7,0.56,8.07,833.92,2.62,14.907
3/31/2023,10:05:00,3/31/2023 10:05,3.75,0.54,0.387,24.86,8.29,114.7,117.1,11.58,126.6,0.56,8.04,616.32,2.15,14.919
3/31/2023,10:10:00,3/31/2023 10:10,3.75,0.51,0.385,24.79,8.27,114.3,116.7,11.54,126.4,0.54,8.01,704.96,1.8,14.917
3/31/2023,10:15:00,3/31/2023 10:15,3.75,0.49,0.383,24.77,8.26,113,115.4,11.41,126.2,0.55,7.97,688.64,2.18,14.927
3/31/2023,10:20:00,3/31/2023 10:20,3.76,0.57,0.381,24.87,8.3,113.1,115.4,11.42,126.4,0.56,7.98,1319.68,2.39,14.912
3/31/2023,10:25:00,3/31/2023 10:25,3.76,0.53,0.38,24.8,8.27,114.4,116.9,11.56,126.6,0.53,8,3004.16,2.25,14.9
3/31/2023,10:30:00,3/31/2023 10:30,3.76,0.55,0.381,24.9,8.31,114.5,116.9,11.56,126.7,0.55,8.01,2983.68,2.34,14.903
3/31/2023,10:35:00,3/31/2023 10:35,3.77,0.52,0.381,24.7,8.24,113.8,116.2,11.5,126.5,0.55,7.99,4179.2,1.77,14.917
3/31/2023,10:40:00,3/31/2023 10:40,3.77,0.49,0.38,24.77,8.26,113,115.4,11.41,126.2,0.59,7.96,3029.76,1.8,14.925
3/31/2023,10:45:00,3/31/2023 10:45,3.77,0.48,0.383,24.64,8.22,112.4,114.8,11.35,126.3,0.54,7.93,4280.32,2.12,14.934
3/31/2023,10:50:00,3/31/2023 10:50,3.78,0.51,0.386,24.44,8.15,111.6,113.9,11.26,126,0.54,7.91,3178.24,2.04,14.96
3/31/2023,10:55:00,3/31/2023 10:55,3.78,0.79,0.382,24.45,8.16,111.6,113.9,11.26,126,0.55,7.9,3837.44,1.95,14.962
3/31/2023,11:00:00,3/31/2023 11:00,3.78,0.55,0.38,24.4,8.14,111.2,113.6,11.22,125.9,0.55,7.89,3526.4,1.79,14.979
3/31/2023,11:05:00,3/31/2023 11:05,3.79,0.52,0.38,24.48,8.17,111.5,113.9,11.25,126,0.53,7.9,5749.76,2.38,14.967
3/31/2023,11:10:00,3/31/2023 11:10,3.79,0.49,0.377,24.41,8.14,111.6,113.9,11.25,126,0.52,7.9,8806.4,2.12,14.973
3/31/2023,11:15:00,3/31/2023 11:15,3.8,0.47,0.377,24.32,8.11,111.6,114,11.26,126.1,0.53,7.9,8230.4,2,14.979
3/31/2023,11:20:00,3/31/2023 11:20,3.8,0.64,0.376,24.31,8.11,111.2,113.6,11.21,126,0.54,7.89,9789.44,2.59,15.007
3/31/2023,11:25:00,3/31/2023 11:25,3.8,0.49,0.374,24.35,8.12,111.3,113.7,11.22,126,0.51,7.89,11755.52,2.6,15.021
3/31/2023,11:30:00,3/31/2023 11:30,3.81,0.51,0.375,24.37,8.13,112.3,114.7,11.32,126.2,0.56,7.91,11996.16,2.43,15.014
3/31/2023,11:35:00,3/31/2023 11:35,3.81,0.56,0.377,24.39,8.13,113.1,115.5,11.4,126.2,0.56,7.92,8826.88,2.5,15.008
3/31/2023,11:40:00,3/31/2023 11:40,3.81,0.53,0.379,24.36,8.12,112.6,115,11.35,126.1,0.52,7.91,5975.04,2.21,15.007
3/31/2023,11:45:00,3/31/2023 11:45,3.82,0.72,0.376,24.4,8.14,113.2,115.6,11.41,126.3,0.57,7.92,7168,2.22,15.009
3/31/2023,11:50:00,3/31/2023 11:50,3.82,0.55,0.376,24.34,8.12,112.6,115,11.34,126.2,0.59,7.92,7828.48,2.03,15.023
3/31/2023,11:55:00,3/31/2023 11:55,3.82,0.6,0.375,24.34,8.12,114,116.4,11.48,126.1,0.57,7.96,7057.92,2.32,15.032
3/31/2023,12:00:00,3/31/2023 12:00,3.83,0.71,0.375,24.51,8.18,114.8,117.2,11.57,126.6,0.6,7.98,6438.4,2.4,15.01
3/31/2023,12:05:00,3/31/2023 12:05,3.83,0.65,0.373,24.6,8.21,116.3,118.8,11.73,126.6,0.6,8.04,10209.28,2.47,14.984
3/31/2023,12:10:00,3/31/2023 12:10,3.83,0.6,0.369,24.54,8.19,116.5,118.9,11.75,126.3,0.59,8.06,9200.64,2.34,14.993
3/31/2023,12:15:00,3/31/2023 12:15,3.84,0.67,0.372,24.63,8.22,115.7,118.1,11.66,126.6,0.59,8.03,9297.92,2.54,14.99
3/31/2023,12:20:00,3/31/2023 12:20,3.84,0.62,0.369,24.53,8.18,115.8,118.3,11.68,126.9,0.58,8.04,7582.72,2.46,15.007
3/31/2023,12:25:00,3/31/2023 12:25,3.84,0.63,0.37,24.45,8.15,115.6,118.1,11.65,127,0.55,8.04,5281.28,2.23,15.02
3/31/2023,12:30:00,3/31/2023 12:30,3.85,0.62,0.369,24.29,8.1,114.7,117.1,11.54,126.7,0.6,8.01,21555.2,2.27,15.079
3/31/2023,12:35:00,3/31/2023 12:35,3.85,0.58,0.367,24.11,8.04,113.8,116.2,11.44,126.4,0.55,7.98,20510.72,2.32,15.133
3/31/2023,12:40:00,3/31/2023 12:40,3.85,0.56,0.366,24.05,8.02,113.7,116.1,11.42,126.5,0.59,7.98,28078.08,2.1,15.188
3/31/2023,12:45:00,3/31/2023 12:45,3.86,0.61,0.364,24.24,8.09,115.5,117.9,11.6,126.7,0.57,8.04,20807.68,2.73,15.191
3/31/2023,12:50:00,3/31/2023 12:50,3.86,0.63,0.36,24.29,8.1,116.5,119,11.71,126.6,0.59,8.09,13143.04,2.49,15.154
3/31/2023,12:55:00,3/31/2023 12:55,3.86,0.61,0.36,24.23,8.08,116.6,119,11.69,126.5,0.57,8.09,10288.64,2.31,15.247
3/31/2023,13:00:00,3/31/2023 13:00,3.87,0.57,0.36,24.12,8.04,117.1,119.5,11.72,126.4,0.52,8.11,19496.96,2.07,15.3
3/31/2023,13:05:00,3/31/2023 13:05,3.87,0.62,0.36,24.14,8.05,117.1,119.6,11.72,126.2,0.59,8.12,10068.48,2.31,15.349
3/31/2023,13:10:00,3/31/2023 13:10,3.88,0.6,0.361,23.98,8,117.1,119.5,11.7,126,0.53,8.13,23787.52,2.07,15.399
3/31/2023,13:15:00,3/31/2023 13:15,3.88,0.6,0.361,23.9,7.97,116.4,118.8,11.63,125.9,0.58,8.12,10263.04,2.06,15.425
3/31/2023,13:20:00,3/31/2023 13:20,3.88,0.6,0.361,24.08,8.03,117.4,119.9,11.74,125.8,0.54,8.17,8865.28,2.19,15.38
3/31/2023,13:25:00,3/31/2023 13:25,3.89,0.53,0.361,24.27,8.1,118.3,120.8,11.83,125.9,0.5,8.21,10823.68,2.12,15.379
3/31/2023,13:30:00,3/31/2023 13:30,3.89,0.62,0.36,24.2,8.07,118.5,121,11.84,125.8,0.52,8.21,10416.64,2.14,15.395
3/31/2023,13:35:00,3/31/2023 13:35,3.89,0.57,0.359,24.31,8.11,120.3,122.8,12.02,126,0.56,8.29,8826.88,2.69,15.378
3/31/2023,13:40:00,3/31/2023 13:40,3.9,0.63,0.361,24.33,8.12,120.3,122.8,12.04,126,0.55,8.28,7057.92,2.4,15.35
3/31/2023,13:45:00,3/31/2023 13:45,3.9,0.6,0.36,24.29,8.1,120.5,123,12.05,126.1,0.54,8.3,5104.64,2.29,15.37
3/31/2023,13:50:00,3/31/2023 13:50,3.9,0.65,0.36,24.23,8.08,120,122.5,11.99,126.1,0.54,8.26,3216.64,2.65,15.413
3/31/2023,13:55:00,3/31/2023 13:55,3.91,0.58,0.36,24.1,8.04,118,120.5,11.78,126,0.54,8.19,3484.16,2.19,15.445
3/31/2023,14:00:00,3/31/2023 14:00,3.91,0.59,0.359,24.08,8.03,117.6,120.1,11.74,126,0.52,8.18,2976,2.06,15.469
3/31/2023,14:05:00,3/31/2023 14:05,3.91,0.65,0.359,23.99,8,117.4,119.8,11.71,126,0.54,8.16,2002.56,2.16,15.489
3/31/2023,14:10:00,3/31/2023 14:10,3.92,0.61,0.356,24.08,8.03,117.2,119.7,11.69,126,0.52,8.16,1991.04,2.16,15.494
3/31/2023,14:15:00,3/31/2023 14:15,3.92,0.62,0.353,24.01,8.01,117.1,119.6,11.68,126.2,0.53,8.15,2726.4,2.26,15.491
3/31/2023,14:20:00,3/31/2023 14:20,3.92,0.59,0.35,24.03,8.02,117.2,119.7,11.69,126.3,0.55,8.15,3577.6,2.09,15.5
3/31/2023,14:25:00,3/31/2023 14:25,3.93,0.56,0.349,24.08,8.03,118.6,121.1,11.84,126.5,0.53,8.19,3562.24,2.29,15.46
3/31/2023,14:30:00,3/31/2023 14:30,3.93,0.57,0.348,24.07,8.03,118.2,120.6,11.79,126.5,0.54,8.17,4748.8,2.27,15.47
3/31/2023,14:35:00,3/31/2023 14:35,3.93,0.63,0.347,23.99,8,117.9,120.4,11.76,126.5,0.53,8.16,4496.64,2.33,15.478
3/31/2023,14:40:00,3/31/2023 14:40,3.94,0.66,0.346,23.91,7.97,117,119.5,11.67,126.3,0.51,8.12,5218.56,2.16,15.505
3/31/2023,14:45:00,3/31/2023 14:45,3.94,0.69,0.346,23.88,7.97,117.1,119.6,11.68,126.4,0.51,8.12,5509.12,2.29,15.507
3/31/2023,14:50:00,3/31/2023 14:50,3.94,0.58,0.344,23.84,7.95,116.5,118.9,11.61,126.4,0.52,8.09,8256,2.38,15.534
3/31/2023,14:55:00,3/31/2023 14:55,3.95,0.57,0.342,23.94,7.99,116.9,119.4,11.65,126.4,0.5,8.12,9679.36,2.15,15.55
3/31/2023,15:00:00,3/31/2023 15:00,3.95,0.58,0.34,23.92,7.98,117.8,120.3,11.74,126.4,0.52,8.14,8476.16,2.03,15.538
3/31/2023,15:05:00,3/31/2023 15:05,3.95,0.58,0.339,23.79,7.94,117.2,119.7,11.67,126.2,0.55,8.13,7879.68,2.38,15.552
3/31/2023,15:10:00,3/31/2023 15:10,3.96,0.59,0.338,23.83,7.95,116.9,119.3,11.64,126.1,0.53,8.11,5555.2,2.43,15.557
3/31/2023,15:15:00,3/31/2023 15:15,3.96,0.58,0.336,23.85,7.96,117,119.4,11.65,125.9,0.51,8.12,5063.68,2.46,15.551
3/31/2023,15:20:00,3/31/2023 15:20,3.97,0.59,0.335,23.87,7.96,117.8,120.2,11.72,126.1,0.53,8.14,6295.04,2.37,15.587
3/31/2023,15:25:00,3/31/2023 15:25,3.97,0.72,0.333,23.76,7.93,117.3,119.8,11.68,126,0.54,8.13,4303.36,2.4,15.592
3/31/2023,15:30:00,3/31/2023 15:30,3.97,0.73,0.332,23.85,7.95,117.6,120,11.7,126,0.56,8.16,1902.08,2.19,15.585
3/31/2023,15:35:00,3/31/2023 15:35,3.98,0.63,0.328,24.02,8.01,119,121.5,11.85,126,0.53,8.2,1946.24,2.5,15.567
3/31/2023,15:40:00,3/31/2023 15:40,3.98,0.59,0.33,24.13,8.05,119.6,122.1,11.91,126.1,0.55,8.24,2658.56,2.53,15.554
3/31/2023,15:45:00,3/31/2023 15:45,3.98,0.61,0.328,24.19,8.07,120,122.6,11.95,126.4,0.52,8.26,8624.64,2.87,15.567
3/31/2023,15:50:00,3/31/2023 15:50,3.99,0.56,0.33,23.91,7.98,118.6,121.1,11.8,126.5,0.54,8.18,10598.4,2.26,15.619
3/31/2023,15:55:00,3/31/2023 15:55,3.99,0.79,0.428,22.48,7.5,118.7,121.2,11.82,127.1,0.59,8.22,10127.36,12.04,15.581
3/31/2023,16:00:00,3/31/2023 16:00,3.99,0.58,0.331,23.85,7.95,117.2,119.7,11.66,126.7,0.53,8.15,10695.68,2.18,15.634
3/31/2023,16:05:00,3/31/2023 16:05,4,0.64,0.333,23.87,7.96,117.6,120.1,11.69,126.6,0.52,8.16,9162.24,2.13,15.638
3/31/2023,16:10:00,3/31/2023 16:10,4,0.58,0.332,23.8,7.94,116.8,119.3,11.61,126.6,0.53,8.11,7065.6,1.98,15.671
3/31/2023,16:15:00,3/31/2023 16:15,4,0.59,0.332,23.81,7.94,117,119.4,11.62,126.5,0.51,8.13,6392.32,1.96,15.677
3/31/2023,16:20:00,3/31/2023 16:20,4.01,0.65,0.332,23.89,7.97,116.5,119,11.58,126.5,0.52,8.13,5936.64,2,15.668
3/31/2023,16:25:00,3/31/2023 16:25,4.01,0.69,0.333,23.99,8,118.3,120.8,11.76,126.5,0.57,8.18,5104.64,2.23,15.651
3/31/2023,16:30:00,3/31/2023 16:30,4.01,0.72,0.331,23.96,7.99,118.1,120.6,11.73,126.5,0.54,8.18,4257.28,2.26,15.671
3/31/2023,16:35:00,3/31/2023 16:35,4.02,0.72,0.33,23.93,7.98,117.6,120.1,11.68,126.4,0.5,8.17,6540.8,2.41,15.698
3/31/2023,16:40:00,3/31/2023 16:40,4.02,0.66,0.331,23.78,7.93,116.9,119.3,11.6,126.4,0.52,8.14,5304.32,2.24,15.728
3/31/2023,16:45:00,3/31/2023 16:45,4.02,0.71,0.33,23.83,7.95,118,120.4,11.71,126.4,0.54,8.17,5278.72,2.09,15.717
3/31/2023,16:50:00,3/31/2023 16:50,4.03,0.59,0.331,23.9,7.97,117.6,120.1,11.67,126.4,0.52,8.16,4646.4,1.95,15.731
3/31/2023,16:55:00,3/31/2023 16:55,4.03,0.69,0.328,23.8,7.94,117.3,119.8,11.64,126.3,0.5,8.15,4104.96,2.18,15.744
3/31/2023,17:00:00,3/31/2023 17:00,4.03,0.63,0.326,23.82,7.95,117.6,120.1,11.66,126.4,0.51,8.14,3642.88,2.38,15.756
3/31/2023,17:05:00,3/31/2023 17:05,4.04,0.63,0.325,23.7,7.91,116.7,119.2,11.57,126.4,0.5,8.12,4138.24,2.01,15.774
3/31/2023,17:10:00,3/31/2023 17:10,4.04,0.66,0.326,23.81,7.94,117.5,120,11.66,126.4,0.49,8.15,3234.56,2.28,15.744
3/31/2023,17:15:00,3/31/2023 17:15,4.05,0.76,0.327,23.88,7.96,117.8,120.3,11.69,126.4,0.55,8.16,2545.92,2.31,15.746
3/31/2023,17:20:00,3/31/2023 17:20,4.05,0.6,0.326,23.8,7.94,117.1,119.6,11.61,126.4,0.51,8.14,1981.44,2.35,15.753
3/31/2023,17:25:00,3/31/2023 17:25,4.05,0.69,0.326,23.86,7.96,117.7,120.1,11.67,126.4,0.54,8.15,1921.92,2.14,15.745
3/31/2023,17:30:00,3/31/2023 17:30,4.06,0.69,0.325,23.84,7.95,117.6,120.1,11.67,126.5,0.54,8.14,2330.88,2.14,15.744
3/31/2023,17:35:00,3/31/2023 17:35,4.06,0.66,0.325,23.77,7.93,116.7,119.2,11.57,126.4,0.52,8.11,1322.24,2.42,15.78
3/31/2023,17:40:00,3/31/2023 17:40,4.06,0.64,0.326,23.79,7.94,116.7,119.2,11.57,126.4,0.55,8.12,1396.48,2.14,15.767
3/31/2023,17:45:00,3/31/2023 17:45,4.07,0.73,0.326,23.71,7.91,115.9,118.4,11.49,126.4,0.54,8.09,1871.36,2.03,15.793
3/31/2023,17:50:00,3/31/2023 17:50,4.07,0.68,0.329,23.73,7.91,115,117.4,11.39,126.4,0.51,8.06,1047.36,2.28,15.819
3/31/2023,17:55:00,3/31/2023 17:55,4.07,0.67,0.33,23.67,7.9,115.5,118,11.45,126.4,0.52,8.07,1355.52,2.17,15.821
3/31/2023,18:00:00,3/31/2023 18:00,4.08,0.72,0.331,23.62,7.88,115.6,118.1,11.45,126.4,0.5,8.08,951.04,2.4,15.824
3/31/2023,18:05:00,3/31/2023 18:05,4.08,0.75,0.33,23.71,7.91,115.6,118,11.45,126.3,0.56,8.08,423.04,2.32,15.818
3/31/2023,18:10:00,3/31/2023 18:10,4.08,0.66,0.328,23.71,7.91,115.6,118,11.45,126.3,0.52,8.08,682.88,2.41,15.826
3/31/2023,18:15:00,3/31/2023 18:15,4.09,0.66,0.328,23.69,7.9,115.4,117.8,11.43,126.3,0.5,8.07,874.24,1.99,15.84
3/31/2023,18:20:00,3/31/2023 18:20,4.09,0.7,0.33,23.67,7.9,115.2,117.6,11.41,126.3,0.51,8.07,306.56,2,15.845
3/31/2023,18:25:00,3/31/2023 18:25,4.09,0.76,0.328,23.67,7.9,114.8,117.2,11.36,126.3,0.56,8.05,432.64,2.03,15.852
