Date,Time,DateTime,days,Chlorophyll_RFU,Cond_uS_cm,Depth_m,fDOM_QSU,fDOM_RFU,ODO_PerSat,ODO_PerLocSat,ODO_mg_L,Pressure_psi_a,Sal_psu,SpCond_uS_cm,TAL_PC_RFU,TDS_mg_L,pH,Temp_C,Light_lux,Turbidity_FNU
3/31/2023,6:35:00,3/31/2023 6:35,3.6,0.57,102.2,0.388,23.54,7.85,104.8,107.1,10.51,0.247,0.06,125.6,0.55,82,7.71,15.247,50.3,1.7
3/31/2023,6:40:00,3/31/2023 6:40,3.6,0.66,102.7,0.389,23.39,7.8,103.7,105.9,10.4,0.248,0.06,126.3,0.58,82,7.67,15.232,89.28,1.62
3/31/2023,6:45:00,3/31/2023 6:45,3.61,0.64,102.5,0.388,23.44,7.82,103.4,105.6,10.38,0.247,0.06,126.1,0.55,82,7.65,15.209,155.88,1.67
3/31/2023,6:50:00,3/31/2023 6:50,3.61,0.59,102,0.388,23.83,7.95,106.7,109,10.71,0.247,0.06,125.5,0.52,82,7.75,15.19,301.68,1.49
3/31/2023,6:55:00,3/31/2023 6:55,3.61,0.54,101.9,0.388,23.63,7.88,104.8,107,10.53,0.246,0.06,125.6,0.52,82,7.72,15.137,489.28,2.12
3/31/2023,7:00:00,3/31/2023 7:00,3.62,0.63,101.9,0.388,23.71,7.91,104.5,106.7,10.51,0.247,0.06,125.6,0.55,82,7.71,15.12,426.24,1.6
3/31/2023,7:05:00,3/31/2023 7:05,3.62,0.54,101.8,0.388,23.73,7.91,105.9,108.2,10.65,0.247,0.06,125.5,0.53,82,7.73,15.112,535.84,1.59
3/31/2023,7:10:00,3/31/2023 7:10,3.63,0.62,101.8,0.387,23.82,7.95,105.5,107.7,10.61,0.246,0.06,125.6,0.57,82,7.72,15.097,911.36,1.59
3/31/2023,7:15:00,3/31/2023 7:15,3.63,0.58,101.9,0.388,23.91,7.97,104.5,106.7,10.52,0.247,0.06,125.7,0.56,82,7.7,15.071,1383.68,1.66
3/31/2023,7:20:00,3/31/2023 7:20,3.63,0.51,102.1,0.388,24.03,8.01,108.6,110.9,10.92,0.247,0.06,125.9,0.53,82,7.78,15.118,1594.88,1.8
3/31/2023,7:25:00,3/31/2023 7:25,3.64,0.57,102.1,0.388,23.84,7.95,107.5,109.7,10.8,0.247,0.06,125.9,0.56,82,7.75,15.129,1722.88,1.83
3/31/2023,7:30:00,3/31/2023 7:30,3.64,0.58,102,0.387,24.57,8.2,110.6,112.9,11.13,0.245,0.06,125.9,0.59,82,7.83,15.059,1802.24,1.98
3/31/2023,7:35:00,3/31/2023 7:35,3.64,0.56,102.1,0.386,24.91,8.31,114,116.4,11.48,0.244,0.06,126.1,0.58,82,7.97,15.037,2014.08,2.13
3/31/2023,7:40:00,3/31/2023 7:40,3.65,0.59,101.7,0.386,25.04,8.35,115.6,118,11.64,0.244,0.06,125.6,0.54,82,8.04,15.03,2401.92,2.1
3/31/2023,7:45:00,3/31/2023 7:45,3.65,0.52,101.4,0.385,25.57,8.53,117,119.5,11.81,0.243,0.06,125.6,0.56,82,8.1,14.947,2348.8,2.19
3/31/2023,7:50:00,3/31/2023 7:50,3.65,0.53,101.7,0.385,25.72,8.58,119.2,121.7,12.04,0.242,0.06,126,0.53,82,8.16,14.934,2780.16,1.93
3/31/2023,7:55:00,3/31/2023 7:55,3.66,0.56,102.2,0.384,25.4,8.47,119,121.6,12.02,0.241,0.06,126.6,0.58,82,8.15,14.915,2795.52,2.15
3/31/2023,8:00:00,3/31/2023 8:00,3.66,0.54,102.9,0.38,24.99,8.33,116.2,118.7,11.73,0.236,0.06,127.3,0.52,83,8.05,14.938,3043.84,2.2
3/31/2023,8:05:00,3/31/2023 8:05,3.66,0.62,103,0.384,24.96,8.33,115.6,118,11.67,0.241,0.06,127.5,0.54,83,7.99,14.94,2518.4,2.45
3/31/2023,8:10:00,3/31/2023 8:10,3.67,0.55,102.2,0.382,25.17,8.4,116.8,119.2,11.79,0.239,0.06,126.5,0.54,82,8.05,14.941,2447.36,2.35
3/31/2023,8:15:00,3/31/2023 8:15,3.67,0.54,102.3,0.382,25.01,8.34,116,118.4,11.71,0.238,0.06,126.6,0.55,82,8.04,14.944,2227.2,2.14
3/31/2023,8:20:00,3/31/2023 8:20,3.67,0.52,102.4,0.381,24.87,8.3,114.9,117.3,11.59,0.237,0.06,126.7,0.55,82,7.98,14.946,1756.8,2.11
3/31/2023,8:25:00,3/31/2023 8:25,3.68,0.54,102.7,0.38,24.93,8.32,115.8,118.2,11.69,0.235,0.06,127.1,0.56,83,8.02,14.917,1952.64,2.14
3/31/2023,8:30:00,3/31/2023 8:30,3.68,0.51,102.6,0.38,25.03,8.35,117.4,119.9,11.86,0.235,0.06,127.1,0.56,83,8.08,14.902,1614.08,2.24
3/31/2023,8:35:00,3/31/2023 8:35,3.68,0.57,102.3,0.38,25.2,8.41,118.3,120.8,11.95,0.235,0.06,126.7,0.57,82,8.12,14.903,1507.2,2.3
3/31/2023,8:40:00,3/31/2023 8:40,3.69,0.48,102.3,0.377,25.24,8.42,117.8,120.3,11.9,0.232,0.06,126.7,0.55,82,8.15,14.912,1946.24,2.18
3/31/2023,8:45:00,3/31/2023 8:45,3.69,0.51,102.4,0.377,25.21,8.41,117,119.5,11.82,0.232,0.06,126.8,0.55,82,8.11,14.909,1669.12,2.21
3/31/2023,8:50:00,3/31/2023 8:50,3.69,0.53,102.4,0.376,25.19,8.4,117.3,119.8,11.85,0.231,0.06,126.9,0.54,82,8.1,14.913,1698.56,2.13
3/31/2023,8:55:00,3/31/2023 8:55,3.7,0.51,102.2,0.376,25.09,8.37,117,119.5,11.82,0.23,0.06,126.5,0.54,82,8.09,14.919,2576.64,2.48
3/31/2023,9:00:00,3/31/2023 9:00,3.7,0.49,102.1,0.375,25.03,8.35,116,118.4,11.71,0.229,0.06,126.4,0.52,82,8.06,14.938,1897.6,2.47
3/31/2023,9:05:00,3/31/2023 9:05,3.7,0.48,102,0.375,24.89,8.3,114.5,116.9,11.55,0.229,0.06,126.2,0.57,82,8,14.961,2481.28,2.12
3/31/2023,9:10:00,3/31/2023 9:10,3.71,0.51,101.9,0.375,24.72,8.25,113,115.4,11.4,0.228,0.06,126,0.5,82,7.95,14.991,3335.68,2.23
3/31/2023,9:15:00,3/31/2023 9:15,3.71,0.49,102,0.375,24.65,8.22,112.9,115.3,11.38,0.229,0.06,126,0.55,82,7.95,14.994,3645.44,2.16
3/31/2023,9:20:00,3/31/2023 9:20,3.72,0.51,102.1,0.376,24.78,8.26,114,116.4,11.5,0.229,0.06,126.3,0.55,82,7.99,14.962,3617.28,2.23
3/31/2023,9:25:00,3/31/2023 9:25,3.72,0.49,102,0.376,24.48,8.17,112.9,115.3,11.38,0.231,0.06,126,0.51,82,7.95,15.008,2086.4,2.11
3/31/2023,9:30:00,3/31/2023 9:30,3.72,0.5,102,0.377,24.49,8.17,113.2,115.6,11.41,0.232,0.06,126,0.53,82,7.96,15.003,1077.44,2.45
3/31/2023,9:35:00,3/31/2023 9:35,3.73,0.58,102.2,0.376,24.69,8.24,111.8,114.2,11.28,0.23,0.06,126.3,0.53,82,7.93,14.981,1078.08,2.06
3/31/2023,9:40:00,3/31/2023 9:40,3.73,0.57,102.4,0.379,24.89,8.3,111.3,113.7,11.24,0.235,0.06,126.7,0.57,82,7.89,14.955,1126.72,1.65
3/31/2023,9:45:00,3/31/2023 9:45,3.73,0.55,102.3,0.379,24.84,8.29,110.3,112.6,11.13,0.235,0.06,126.6,0.53,82,7.84,14.951,1049.92,1.84
3/31/2023,9:50:00,3/31/2023 9:50,3.74,0.56,102.2,0.378,24.83,8.28,111.2,113.5,11.22,0.233,0.06,126.5,0.55,82,7.89,14.948,872,1.75
3/31/2023,9:55:00,3/31/2023 9:55,3.74,0.58,102.1,0.379,24.78,8.26,112.8,115.2,11.38,0.234,0.06,126.4,0.55,82,7.95,14.944,1015.04,2.08
3/31/2023,10:00:00,3/31/2023 10:00,3.74,0.55,102.3,0.383,24.99,8.34,116.2,118.7,11.74,0.24,0.06,126.7,0.56,82,8.07,14.907,833.92,2.62
3/31/2023,10:05:00,3/31/2023 10:05,3.75,0.54,102.2,0.387,24.86,8.29,114.7,117.1,11.58,0.245,0.06,126.6,0.56,82,8.04,14.919,616.32,2.15
3/31/2023,10:10:00,3/31/2023 10:10,3.75,0.51,102,0.385,24.79,8.27,114.3,116.7,11.54,0.243,0.06,126.4,0.54,82,8.01,14.917,704.96,1.8
3/31/2023,10:15:00,3/31/2023 10:15,3.75,0.49,101.9,0.383,24.77,8.26,113,115.4,11.41,0.24,0.06,126.2,0.55,82,7.97,14.927,688.64,2.18
3/31/2023,10:20:00,3/31/2023 10:20,3.76,0.57,102,0.381,24.87,8.3,113.1,115.4,11.42,0.237,0.06,126.4,0.56,82,7.98,14.912,1319.68,2.39
3/31/2023,10:25:00,3/31/2023 10:25,3.76,0.53,102.2,0.38,24.8,8.27,114.4,116.9,11.56,0.236,0.06,126.6,0.53,82,8,14.9,3004.16,2.25
3/31/2023,10:30:00,3/31/2023 10:30,3.76,0.55,102.3,0.381,24.9,8.31,114.5,116.9,11.56,0.237,0.06,126.7,0.55,82,8.01,14.903,2983.68,2.34
3/31/2023,10:35:00,3/31/2023 10:35,3.77,0.52,102.1,0.381,24.7,8.24,113.8,116.2,11.5,0.238,0.06,126.5,0.55,82,7.99,14.917,4179.2,1.77
3/31/2023,10:40:00,3/31/2023 10:40,3.77,0.49,101.9,0.38,24.77,8.26,113,115.4,11.41,0.236,0.06,126.2,0.59,82,7.96,14.925,3029.76,1.8
3/31/2023,10:45:00,3/31/2023 10:45,3.77,0.48,102,0.383,24.64,8.22,112.4,114.8,11.35,0.239,0.06,126.3,0.54,82,7.93,14.934,4280.32,2.12
3/31/2023,10:50:00,3/31/2023 10:50,3.78,0.51,101.9,0.386,24.44,8.15,111.6,113.9,11.26,0.244,0.06,126,0.54,82,7.91,14.96,3178.24,2.04
3/31/2023,10:55:00,3/31/2023 10:55,3.78,0.79,101.9,0.382,24.45,8.16,111.6,113.9,11.26,0.239,0.06,126,0.55,82,7.9,14.962,3837.44,1.95
3/31/2023,11:00:00,3/31/2023 11:00,3.78,0.55,101.8,0.38,24.4,8.14,111.2,113.6,11.22,0.236,0.06,125.9,0.55,82,7.89,14.979,3526.4,1.79
3/31/2023,11:05:00,3/31/2023 11:05,3.79,0.52,101.9,0.38,24.48,8.17,111.5,113.9,11.25,0.236,0.06,126,0.53,82,7.9,14.967,5749.76,2.38
3/31/2023,11:10:00,3/31/2023 11:10,3.79,0.49,101.9,0.377,24.41,8.14,111.6,113.9,11.25,0.232,0.06,126,0.52,82,7.9,14.973,8806.4,2.12
3/31/2023,11:15:00,3/31/2023 11:15,3.8,0.47,102,0.377,24.32,8.11,111.6,114,11.26,0.231,0.06,126.1,0.53,82,7.9,14.979,8230.4,2
3/31/2023,11:20:00,3/31/2023 11:20,3.8,0.64,101.9,0.376,24.31,8.11,111.2,113.6,11.21,0.23,0.06,126,0.54,82,7.89,15.007,9789.44,2.59
3/31/2023,11:25:00,3/31/2023 11:25,3.8,0.49,101.9,0.374,24.35,8.12,111.3,113.7,11.22,0.228,0.06,126,0.51,82,7.89,15.021,11755.52,2.6
3/31/2023,11:30:00,3/31/2023 11:30,3.81,0.51,102.1,0.375,24.37,8.13,112.3,114.7,11.32,0.228,0.06,126.2,0.56,82,7.91,15.014,11996.16,2.43
3/31/2023,11:35:00,3/31/2023 11:35,3.81,0.56,102.2,0.377,24.39,8.13,113.1,115.5,11.4,0.232,0.06,126.2,0.56,82,7.92,15.008,8826.88,2.5
3/31/2023,11:40:00,3/31/2023 11:40,3.81,0.53,102,0.379,24.36,8.12,112.6,115,11.35,0.234,0.06,126.1,0.52,82,7.91,15.007,5975.04,2.21
3/31/2023,11:45:00,3/31/2023 11:45,3.82,0.72,102.2,0.376,24.4,8.14,113.2,115.6,11.41,0.231,0.06,126.3,0.57,82,7.92,15.009,7168,2.22
3/31/2023,11:50:00,3/31/2023 11:50,3.82,0.55,102.2,0.376,24.34,8.12,112.6,115,11.34,0.231,0.06,126.2,0.59,82,7.92,15.023,7828.48,2.03
3/31/2023,11:55:00,3/31/2023 11:55,3.82,0.6,102.1,0.375,24.34,8.12,114,116.4,11.48,0.229,0.06,126.1,0.57,82,7.96,15.032,7057.92,2.32
3/31/2023,12:00:00,3/31/2023 12:00,3.83,0.71,102.5,0.375,24.51,8.18,114.8,117.2,11.57,0.229,0.06,126.6,0.6,82,7.98,15.01,6438.4,2.4
3/31/2023,12:05:00,3/31/2023 12:05,3.83,0.65,102.4,0.373,24.6,8.21,116.3,118.8,11.73,0.225,0.06,126.6,0.6,82,8.04,14.984,10209.28,2.47
3/31/2023,12:10:00,3/31/2023 12:10,3.83,0.6,102.1,0.369,24.54,8.19,116.5,118.9,11.75,0.22,0.06,126.3,0.59,82,8.06,14.993,9200.64,2.34
3/31/2023,12:15:00,3/31/2023 12:15,3.84,0.67,102.4,0.372,24.63,8.22,115.7,118.1,11.66,0.224,0.06,126.6,0.59,82,8.03,14.99,9297.92,2.54
3/31/2023,12:20:00,3/31/2023 12:20,3.84,0.62,102.7,0.369,24.53,8.18,115.8,118.3,11.68,0.22,0.06,126.9,0.58,82,8.04,15.007,7582.72,2.46
3/31/2023,12:25:00,3/31/2023 12:25,3.84,0.63,102.8,0.37,24.45,8.15,115.6,118.1,11.65,0.221,0.06,127,0.55,83,8.04,15.02,5281.28,2.23
3/31/2023,12:30:00,3/31/2023 12:30,3.85,0.62,102.7,0.369,24.29,8.1,114.7,117.1,11.54,0.22,0.06,126.7,0.6,82,8.01,15.079,21555.2,2.27
3/31/2023,12:35:00,3/31/2023 12:35,3.85,0.58,102.6,0.367,24.11,8.04,113.8,116.2,11.44,0.217,0.06,126.4,0.55,82,7.98,15.133,20510.72,2.32
3/31/2023,12:40:00,3/31/2023 12:40,3.85,0.56,102.8,0.366,24.05,8.02,113.7,116.1,11.42,0.215,0.06,126.5,0.59,82,7.98,15.188,28078.08,2.1
3/31/2023,12:45:00,3/31/2023 12:45,3.86,0.61,102.9,0.364,24.24,8.09,115.5,117.9,11.6,0.214,0.06,126.7,0.57,82,8.04,15.191,20807.68,2.73
3/31/2023,12:50:00,3/31/2023 12:50,3.86,0.63,102.8,0.36,24.29,8.1,116.5,119,11.71,0.208,0.06,126.6,0.59,82,8.09,15.154,13143.04,2.49
3/31/2023,12:55:00,3/31/2023 12:55,3.86,0.61,102.9,0.36,24.23,8.08,116.6,119,11.69,0.207,0.06,126.5,0.57,82,8.09,15.247,10288.64,2.31
3/31/2023,13:00:00,3/31/2023 13:00,3.87,0.57,103,0.36,24.12,8.04,117.1,119.5,11.72,0.208,0.06,126.4,0.52,82,8.11,15.3,19496.96,2.07
3/31/2023,13:05:00,3/31/2023 13:05,3.87,0.62,102.9,0.36,24.14,8.05,117.1,119.6,11.72,0.207,0.06,126.2,0.59,82,8.12,15.349,10068.48,2.31
3/31/2023,13:10:00,3/31/2023 13:10,3.88,0.6,102.9,0.361,23.98,8,117.1,119.5,11.7,0.208,0.06,126,0.53,82,8.13,15.399,23787.52,2.07
3/31/2023,13:15:00,3/31/2023 13:15,3.88,0.6,102.9,0.361,23.9,7.97,116.4,118.8,11.63,0.209,0.06,125.9,0.58,82,8.12,15.425,10263.04,2.06
3/31/2023,13:20:00,3/31/2023 13:20,3.88,0.6,102.7,0.361,24.08,8.03,117.4,119.9,11.74,0.208,0.06,125.8,0.54,82,8.17,15.38,8865.28,2.19
3/31/2023,13:25:00,3/31/2023 13:25,3.89,0.53,102.7,0.361,24.27,8.1,118.3,120.8,11.83,0.208,0.06,125.9,0.5,82,8.21,15.379,10823.68,2.12
3/31/2023,13:30:00,3/31/2023 13:30,3.89,0.62,102.7,0.36,24.2,8.07,118.5,121,11.84,0.207,0.06,125.8,0.52,82,8.21,15.395,10416.64,2.14
3/31/2023,13:35:00,3/31/2023 13:35,3.89,0.57,102.8,0.359,24.31,8.11,120.3,122.8,12.02,0.206,0.06,126,0.56,82,8.29,15.378,8826.88,2.69
3/31/2023,13:40:00,3/31/2023 13:40,3.9,0.63,102.8,0.361,24.33,8.12,120.3,122.8,12.04,0.208,0.06,126,0.55,82,8.28,15.35,7057.92,2.4
3/31/2023,13:45:00,3/31/2023 13:45,3.9,0.6,102.9,0.36,24.29,8.1,120.5,123,12.05,0.207,0.06,126.1,0.54,82,8.3,15.37,5104.64,2.29
3/31/2023,13:50:00,3/31/2023 13:50,3.9,0.65,103,0.36,24.23,8.08,120,122.5,11.99,0.207,0.06,126.1,0.54,82,8.26,15.413,3216.64,2.65
3/31/2023,13:55:00,3/31/2023 13:55,3.91,0.58,103,0.36,24.1,8.04,118,120.5,11.78,0.208,0.06,126,0.54,82,8.19,15.445,3484.16,2.19
3/31/2023,14:00:00,3/31/2023 14:00,3.91,0.59,103,0.359,24.08,8.03,117.6,120.1,11.74,0.206,0.06,126,0.52,82,8.18,15.469,2976,2.06
3/31/2023,14:05:00,3/31/2023 14:05,3.91,0.65,103.1,0.359,23.99,8,117.4,119.8,11.71,0.205,0.06,126,0.54,82,8.16,15.489,2002.56,2.16
3/31/2023,14:10:00,3/31/2023 14:10,3.92,0.61,103.1,0.356,24.08,8.03,117.2,119.7,11.69,0.201,0.06,126,0.52,82,8.16,15.494,1991.04,2.16
3/31/2023,14:15:00,3/31/2023 14:15,3.92,0.62,103.3,0.353,24.01,8.01,117.1,119.6,11.68,0.197,0.06,126.2,0.53,82,8.15,15.491,2726.4,2.26
3/31/2023,14:20:00,3/31/2023 14:20,3.92,0.59,103.4,0.35,24.03,8.02,117.2,119.7,11.69,0.194,0.06,126.3,0.55,82,8.15,15.5,3577.6,2.09
3/31/2023,14:25:00,3/31/2023 14:25,3.93,0.56,103.4,0.349,24.08,8.03,118.6,121.1,11.84,0.192,0.06,126.5,0.53,82,8.19,15.46,3562.24,2.29
3/31/2023,14:30:00,3/31/2023 14:30,3.93,0.57,103.5,0.348,24.07,8.03,118.2,120.6,11.79,0.191,0.06,126.5,0.54,82,8.17,15.47,4748.8,2.27
3/31/2023,14:35:00,3/31/2023 14:35,3.93,0.63,103.5,0.347,23.99,8,117.9,120.4,11.76,0.189,0.06,126.5,0.53,82,8.16,15.478,4496.64,2.33
3/31/2023,14:40:00,3/31/2023 14:40,3.94,0.66,103.4,0.346,23.91,7.97,117,119.5,11.67,0.188,0.06,126.3,0.51,82,8.12,15.505,5218.56,2.16
3/31/2023,14:45:00,3/31/2023 14:45,3.94,0.69,103.4,0.346,23.88,7.97,117.1,119.6,11.68,0.187,0.06,126.4,0.51,82,8.12,15.507,5509.12,2.29
3/31/2023,14:50:00,3/31/2023 14:50,3.94,0.58,103.5,0.344,23.84,7.95,116.5,118.9,11.61,0.184,0.06,126.4,0.52,82,8.09,15.534,8256,2.38
3/31/2023,14:55:00,3/31/2023 14:55,3.95,0.57,103.6,0.342,23.94,7.99,116.9,119.4,11.65,0.182,0.06,126.4,0.5,82,8.12,15.55,9679.36,2.15
3/31/2023,15:00:00,3/31/2023 15:00,3.95,0.58,103.5,0.34,23.92,7.98,117.8,120.3,11.74,0.179,0.06,126.4,0.52,82,8.14,15.538,8476.16,2.03
3/31/2023,15:05:00,3/31/2023 15:05,3.95,0.58,103.4,0.339,23.79,7.94,117.2,119.7,11.67,0.178,0.06,126.2,0.55,82,8.13,15.552,7879.68,2.38
3/31/2023,15:10:00,3/31/2023 15:10,3.96,0.59,103.4,0.338,23.83,7.95,116.9,119.3,11.64,0.176,0.06,126.1,0.53,82,8.11,15.557,5555.2,2.43
3/31/2023,15:15:00,3/31/2023 15:15,3.96,0.58,103.2,0.336,23.85,7.96,117,119.4,11.65,0.173,0.06,125.9,0.51,82,8.12,15.551,5063.68,2.46
3/31/2023,15:20:00,3/31/2023 15:20,3.97,0.59,103.4,0.335,23.87,7.96,117.8,120.2,11.72,0.171,0.06,126.1,0.53,82,8.14,15.587,6295.04,2.37
3/31/2023,15:25:00,3/31/2023 15:25,3.97,0.72,103.3,0.333,23.76,7.93,117.3,119.8,11.68,0.17,0.06,126,0.54,82,8.13,15.592,4303.36,2.4
3/31/2023,15:30:00,3/31/2023 15:30,3.97,0.73,103.3,0.332,23.85,7.95,117.6,120,11.7,0.167,0.06,126,0.56,82,8.16,15.585,1902.08,2.19
3/31/2023,15:35:00,3/31/2023 15:35,3.98,0.63,103.3,0.328,24.02,8.01,119,121.5,11.85,0.162,0.06,126,0.53,82,8.2,15.567,1946.24,2.5
3/31/2023,15:40:00,3/31/2023 15:40,3.98,0.59,103.3,0.33,24.13,8.05,119.6,122.1,11.91,0.165,0.06,126.1,0.55,82,8.24,15.554,2658.56,2.53
3/31/2023,15:45:00,3/31/2023 15:45,3.98,0.61,103.6,0.328,24.19,8.07,120,122.6,11.95,0.162,0.06,126.4,0.52,82,8.26,15.567,8624.64,2.87
3/31/2023,15:50:00,3/31/2023 15:50,3.99,0.56,103.8,0.33,23.91,7.98,118.6,121.1,11.8,0.164,0.06,126.5,0.54,82,8.18,15.619,10598.4,2.26
3/31/2023,15:55:00,3/31/2023 15:55,3.99,0.79,104.2,0.428,22.48,7.5,118.7,121.2,11.82,0.303,0.06,127.1,0.59,83,8.22,15.581,10127.36,12.04
3/31/2023,16:00:00,3/31/2023 16:00,3.99,0.58,104,0.331,23.85,7.95,117.2,119.7,11.66,0.166,0.06,126.7,0.53,82,8.15,15.634,10695.68,2.18
3/31/2023,16:05:00,3/31/2023 16:05,4,0.64,104,0.333,23.87,7.96,117.6,120.1,11.69,0.168,0.06,126.6,0.52,82,8.16,15.638,9162.24,2.13
3/31/2023,16:10:00,3/31/2023 16:10,4,0.58,104.1,0.332,23.8,7.94,116.8,119.3,11.61,0.167,0.06,126.6,0.53,82,8.11,15.671,7065.6,1.98
3/31/2023,16:15:00,3/31/2023 16:15,4,0.59,104,0.332,23.81,7.94,117,119.4,11.62,0.167,0.06,126.5,0.51,82,8.13,15.677,6392.32,1.96
3/31/2023,16:20:00,3/31/2023 16:20,4.01,0.65,103.9,0.332,23.89,7.97,116.5,119,11.58,0.167,0.06,126.5,0.52,82,8.13,15.668,5936.64,2
3/31/2023,16:25:00,3/31/2023 16:25,4.01,0.69,103.9,0.333,23.99,8,118.3,120.8,11.76,0.168,0.06,126.5,0.57,82,8.18,15.651,5104.64,2.23
3/31/2023,16:30:00,3/31/2023 16:30,4.01,0.72,103.9,0.331,23.96,7.99,118.1,120.6,11.73,0.167,0.06,126.5,0.54,82,8.18,15.671,4257.28,2.26
3/31/2023,16:35:00,3/31/2023 16:35,4.02,0.72,104,0.33,23.93,7.98,117.6,120.1,11.68,0.165,0.06,126.4,0.5,82,8.17,15.698,6540.8,2.41
3/31/2023,16:40:00,3/31/2023 16:40,4.02,0.66,104,0.331,23.78,7.93,116.9,119.3,11.6,0.166,0.06,126.4,0.52,82,8.14,15.728,5304.32,2.24
3/31/2023,16:45:00,3/31/2023 16:45,4.02,0.71,104,0.33,23.83,7.95,118,120.4,11.71,0.165,0.06,126.4,0.54,82,8.17,15.717,5278.72,2.09
3/31/2023,16:50:00,3/31/2023 16:50,4.03,0.59,104,0.331,23.9,7.97,117.6,120.1,11.67,0.165,0.06,126.4,0.52,82,8.16,15.731,4646.4,1.95
3/31/2023,16:55:00,3/31/2023 16:55,4.03,0.69,104,0.328,23.8,7.94,117.3,119.8,11.64,0.162,0.06,126.3,0.5,82,8.15,15.744,4104.96,2.18
3/31/2023,17:00:00,3/31/2023 17:00,4.03,0.63,104.1,0.326,23.82,7.95,117.6,120.1,11.66,0.159,0.06,126.4,0.51,82,8.14,15.756,3642.88,2.38
3/31/2023,17:05:00,3/31/2023 17:05,4.04,0.63,104.1,0.325,23.7,7.91,116.7,119.2,11.57,0.158,0.06,126.4,0.5,82,8.12,15.774,4138.24,2.01
3/31/2023,17:10:00,3/31/2023 17:10,4.04,0.66,104,0.326,23.81,7.94,117.5,120,11.66,0.159,0.06,126.4,0.49,82,8.15,15.744,3234.56,2.28
3/31/2023,17:15:00,3/31/2023 17:15,4.05,0.76,104.1,0.327,23.88,7.96,117.8,120.3,11.69,0.16,0.06,126.4,0.55,82,8.16,15.746,2545.92,2.31
3/31/2023,17:20:00,3/31/2023 17:20,4.05,0.6,104.1,0.326,23.8,7.94,117.1,119.6,11.61,0.159,0.06,126.4,0.51,82,8.14,15.753,1981.44,2.35
3/31/2023,17:25:00,3/31/2023 17:25,4.05,0.69,104.1,0.326,23.86,7.96,117.7,120.1,11.67,0.158,0.06,126.4,0.54,82,8.15,15.745,1921.92,2.14
3/31/2023,17:30:00,3/31/2023 17:30,4.06,0.69,104.1,0.325,23.84,7.95,117.6,120.1,11.67,0.157,0.06,126.5,0.54,82,8.14,15.744,2330.88,2.14
3/31/2023,17:35:00,3/31/2023 17:35,4.06,0.66,104.2,0.325,23.77,7.93,116.7,119.2,11.57,0.157,0.06,126.4,0.52,82,8.11,15.78,1322.24,2.42
3/31/2023,17:40:00,3/31/2023 17:40,4.06,0.64,104.1,0.326,23.79,7.94,116.7,119.2,11.57,0.159,0.06,126.4,0.55,82,8.12,15.767,1396.48,2.14
3/31/2023,17:45:00,3/31/2023 17:45,4.07,0.73,104.2,0.326,23.71,7.91,115.9,118.4,11.49,0.16,0.06,126.4,0.54,82,8.09,15.793,1871.36,2.03
3/31/2023,17:50:00,3/31/2023 17:50,4.07,0.68,104.2,0.329,23.73,7.91,115,117.4,11.39,0.163,0.06,126.4,0.51,82,8.06,15.819,1047.36,2.28
3/31/2023,17:55:00,3/31/2023 17:55,4.07,0.67,104.2,0.33,23.67,7.9,115.5,118,11.45,0.165,0.06,126.4,0.52,82,8.07,15.821,1355.52,2.17
3/31/2023,18:00:00,3/31/2023 18:00,4.08,0.72,104.2,0.331,23.62,7.88,115.6,118.1,11.45,0.166,0.06,126.4,0.5,82,8.08,15.824,951.04,2.4
3/31/2023,18:05:00,3/31/2023 18:05,4.08,0.75,104.1,0.33,23.71,7.91,115.6,118,11.45,0.164,0.06,126.3,0.56,82,8.08,15.818,423.04,2.32
3/31/2023,18:10:00,3/31/2023 18:10,4.08,0.66,104.2,0.328,23.71,7.91,115.6,118,11.45,0.162,0.06,126.3,0.52,82,8.08,15.826,682.88,2.41
3/31/2023,18:15:00,3/31/2023 18:15,4.09,0.66,104.2,0.328,23.69,7.9,115.4,117.8,11.43,0.161,0.06,126.3,0.5,82,8.07,15.84,874.24,1.99
3/31/2023,18:20:00,3/31/2023 18:20,4.09,0.7,104.2,0.33,23.67,7.9,115.2,117.6,11.41,0.164,0.06,126.3,0.51,82,8.07,15.845,306.56,2
3/31/2023,18:25:00,3/31/2023 18:25,4.09,0.76,104.3,0.328,23.67,7.9,114.8,117.2,11.36,0.162,0.06,126.3,0.56,82,8.05,15.852,432.64,2.03
3/31/2023,18:30:00,3/31/2023 18:30,4.1,0.71,104.3,0.327,23.68,7.9,114.6,117,11.34,0.161,0.06,126.3,0.5,82,8.04,15.859,447.2,2.31
3/31/2023,18:35:00,3/31/2023 18:35,4.1,0.74,104.3,0.326,23.68,7.9,114.4,116.8,11.32,0.158,0.06,126.3,0.52,82,8.03,15.856,300.88,2.15
3/31/2023,18:40:00,3/31/2023 18:40,4.1,0.7,104.3,0.324,23.66,7.89,114.9,117.4,11.38,0.157,0.06,126.3,0.52,82,8.05,15.851,338.24,2.4
3/31/2023,18:45:00,3/31/2023 18:45,4.11,0.68,104.3,0.324,23.68,7.9,114.7,117.2,11.36,0.157,0.06,126.4,0.48,82,8.04,15.857,191.04,2.42
3/31/2023,18:50:00,3/31/2023 18:50,4.11,0.72,104.3,0.325,23.59,7.87,114.6,117,11.34,0.158,0.06,126.4,0.54,82,8.03,15.856,110.48,2.41
