Date,Time,DateTime,Chlorophyll_RFU,Depth_m,fDOM_RFU,ODO_PercSat,ODO_mg_L,SpCond_uS_cm,pH,Temp_C,PAR
10/25/2022,1:45:29,10/25/2022 1:45,0.33,0.4,2.67,113.8,11.19,6471.1,8.3,15.14,0
10/25/2022,1:50:29,10/25/2022 1:50,0.35,0.401,2.64,116,11.41,6473.5,8.35,15.137,0
10/25/2022,1:55:29,10/25/2022 1:55,0.48,0.402,2.63,117.4,11.55,6457.9,8.37,15.136,0
10/25/2022,2:00:29,10/25/2022 2:00,0.3,0.401,2.64,116.8,11.49,6463.9,8.33,15.131,0
10/25/2022,2:05:29,10/25/2022 2:05,0.35,0.401,2.63,116.8,11.49,6459.2,8.36,15.141,0
10/25/2022,2:10:29,10/25/2022 2:10,0.35,0.4,2.62,118,11.61,6460.2,8.37,15.139,0
10/25/2022,2:15:29,10/25/2022 2:15,0.41,0.4,2.63,116.6,11.47,6462.9,8.36,15.141,0
10/25/2022,2:20:29,10/25/2022 2:20,0.38,0.4,2.67,115.1,11.32,6468.1,8.32,15.126,0
10/25/2022,2:25:29,10/25/2022 2:25,0.27,0.4,2.66,116.3,11.44,6464.5,8.35,15.138,0
10/25/2022,2:30:29,10/25/2022 2:30,0.37,0.401,2.64,116.4,11.45,6465.5,8.35,15.136,0
10/25/2022,2:35:29,10/25/2022 2:35,0.42,0.4,2.65,116,11.41,6466.1,8.34,15.137,0
10/25/2022,2:40:29,10/25/2022 2:40,0.4,0.4,2.63,117.1,11.52,6461.4,8.35,15.135,0
10/25/2022,2:45:29,10/25/2022 2:45,0.34,0.399,2.65,115.5,11.36,6466.2,8.32,15.117,0
10/25/2022,2:50:29,10/25/2022 2:50,0.35,0.398,2.63,116.3,11.44,6467.4,8.34,15.129,0
10/25/2022,2:55:29,10/25/2022 2:55,0.37,0.398,2.65,115.9,11.4,6469.2,8.33,15.126,0
10/25/2022,3:00:29,10/25/2022 3:00,0.38,0.398,2.66,115.6,11.37,6475.4,8.33,15.118,0
10/25/2022,3:05:29,10/25/2022 3:05,0.33,0.397,2.68,114.8,11.3,6472.5,8.32,15.109,0
10/25/2022,3:10:29,10/25/2022 3:10,0.24,0.398,2.65,115.8,11.4,6471.2,8.33,15.109,0
10/25/2022,3:15:29,10/25/2022 3:15,0.34,0.397,2.65,114.2,11.25,6468.6,8.29,15.1,0
10/25/2022,3:20:29,10/25/2022 3:20,0.36,0.397,2.65,115.2,11.35,6471.2,8.32,15.101,0
10/25/2022,3:25:29,10/25/2022 3:25,0.56,0.396,2.68,113.4,11.17,6475.2,8.3,15.083,0
10/25/2022,3:30:29,10/25/2022 3:30,0.21,0.396,2.67,114.8,11.31,6474.5,8.31,15.082,0
10/25/2022,3:35:29,10/25/2022 3:35,0.34,0.396,2.72,114,11.23,6474.9,8.3,15.069,0
10/25/2022,3:40:29,10/25/2022 3:40,0.46,0.396,2.68,113.6,11.2,6475.8,8.29,15.061,0
10/25/2022,3:45:29,10/25/2022 3:45,0.4,0.395,2.69,114.5,11.28,6476.8,8.29,15.067,0
10/25/2022,3:50:29,10/25/2022 3:50,0.3,0.396,2.68,114,11.23,6473.5,8.32,15.074,0
10/25/2022,3:55:29,10/25/2022 3:55,0.36,0.395,2.67,114,11.23,6474.4,8.3,15.07,0
10/25/2022,4:00:29,10/25/2022 4:00,0.26,0.394,2.71,113.6,11.19,6478,8.29,15.071,0
10/25/2022,4:05:29,10/25/2022 4:05,0.37,0.394,2.72,112.6,11.09,6483.9,8.27,15.061,0
10/25/2022,4:10:29,10/25/2022 4:10,0.27,0.393,2.74,111.9,11.03,6487.2,8.27,15.048,0
10/25/2022,4:15:29,10/25/2022 4:15,0.29,0.392,2.76,111.3,10.97,6489.2,8.25,15.068,0
10/25/2022,4:20:29,10/25/2022 4:20,0.32,0.393,2.76,111.3,10.96,6490.5,8.25,15.078,0
10/25/2022,4:25:29,10/25/2022 4:25,0.29,0.393,2.77,110.8,10.91,6491.3,8.24,15.077,0
10/25/2022,4:30:29,10/25/2022 4:30,0.2,0.393,2.79,110.9,10.92,6491.4,8.24,15.071,0
10/25/2022,4:35:29,10/25/2022 4:35,0.26,0.393,2.76,110.7,10.9,6489,8.23,15.069,0
10/25/2022,4:40:29,10/25/2022 4:40,0.29,0.392,2.78,110.3,10.86,6492.5,8.22,15.08,0
10/25/2022,4:45:29,10/25/2022 4:45,0.53,0.392,2.76,110.5,10.88,6492.4,8.24,15.079,0
10/25/2022,4:50:29,10/25/2022 4:50,0.26,0.391,2.76,111.6,10.99,6489.3,8.25,15.09,0
10/25/2022,4:55:29,10/25/2022 4:55,0.21,0.391,2.76,111.2,10.95,6490.9,8.25,15.091,0
10/25/2022,5:00:29,10/25/2022 5:00,0.48,0.391,2.76,111.3,10.96,6490.2,8.25,15.095,0
10/25/2022,5:05:29,10/25/2022 5:05,0.27,0.391,2.76,111,10.93,6494.3,8.24,15.091,0
10/25/2022,5:10:29,10/25/2022 5:10,0.34,0.392,2.76,111.5,10.98,6488.5,8.25,15.104,0
10/25/2022,5:15:29,10/25/2022 5:15,0.28,0.391,2.77,111.4,10.97,6486,8.25,15.106,0
10/25/2022,5:20:29,10/25/2022 5:20,0.34,0.391,2.77,111.1,10.94,6490.2,8.23,15.111,0
10/25/2022,5:25:29,10/25/2022 5:25,0.28,0.391,2.76,111.5,10.97,6485.2,8.25,15.112,0
10/25/2022,5:30:29,10/25/2022 5:30,0.26,0.391,2.76,111.1,10.93,6488,8.24,15.115,0
10/25/2022,5:35:29,10/25/2022 5:35,0.34,0.391,2.77,110.1,10.84,6489.9,8.23,15.108,0.0029153
10/25/2022,5:40:29,10/25/2022 5:40,0.26,0.391,2.75,111.2,10.94,6488.8,8.24,15.124,0.016129
10/25/2022,5:45:29,10/25/2022 5:45,0.31,0.389,2.76,111.7,10.99,6487.7,8.25,15.12,0.062871
10/25/2022,5:50:29,10/25/2022 5:50,0.23,0.39,2.75,111.7,10.99,6485.1,8.25,15.121,0.17584
10/25/2022,5:55:29,10/25/2022 5:55,0.37,0.391,2.74,111.8,11,6489.3,8.26,15.125,0.55854
10/25/2022,6:00:29,10/25/2022 6:00,0.33,0.391,2.74,112,11.02,6489.8,8.26,15.124,2.0553
10/25/2022,6:05:29,10/25/2022 6:05,0.39,0.391,2.73,112.3,11.04,6490.6,8.26,15.138,2.5915
10/25/2022,6:10:29,10/25/2022 6:10,0.34,0.391,2.72,111.8,10.99,6491.2,8.26,15.142,3.1139
10/25/2022,6:15:29,10/25/2022 6:15,0.36,0.391,2.75,111.5,10.97,6498.1,8.24,15.136,8.7806
10/25/2022,6:20:29,10/25/2022 6:20,0.33,0.39,2.73,111.2,10.94,6494.3,8.24,15.135,13.744
10/25/2022,6:25:29,10/25/2022 6:25,0.3,0.388,2.76,110.8,10.9,6499.2,8.23,15.136,18.878
10/25/2022,6:30:29,10/25/2022 6:30,0.41,0.388,2.76,110.1,10.83,6502.2,8.22,15.134,22.863
10/25/2022,6:35:29,10/25/2022 6:35,0.35,0.387,2.76,110.8,10.9,6495.6,8.23,15.131,34.923
10/25/2022,6:40:29,10/25/2022 6:40,0.33,0.387,2.76,109.8,10.8,6499.3,8.21,15.131,45.95
10/25/2022,6:45:29,10/25/2022 6:45,0.31,0.386,2.76,110.3,10.85,6499,8.21,15.132,60.584
10/25/2022,6:50:29,10/25/2022 6:50,0.35,0.385,2.77,109.6,10.78,6497.1,8.21,15.131,58.422
10/25/2022,6:55:29,10/25/2022 6:55,0.37,0.384,2.78,109.4,10.76,6498.5,8.2,15.127,45.657
10/25/2022,7:00:29,10/25/2022 7:00,0.38,0.384,2.77,110,10.82,6498.8,8.21,15.13,48.998
10/25/2022,7:05:29,10/25/2022 7:05,0.29,0.384,2.76,110,10.82,6499.3,8.22,15.128,77.416
10/25/2022,7:10:29,10/25/2022 7:10,0.41,0.383,2.76,109.7,10.79,6500.5,8.21,15.128,86.756
10/25/2022,7:15:29,10/25/2022 7:15,0.43,0.384,2.75,109.5,10.77,6502.8,8.21,15.126,90.449
10/25/2022,7:20:29,10/25/2022 7:20,0.38,0.384,2.74,109.6,10.78,6503.7,8.21,15.127,93.667
10/25/2022,7:25:29,10/25/2022 7:25,0.32,0.384,2.74,109.1,10.73,6503.6,8.19,15.127,44.896
10/25/2022,7:30:29,10/25/2022 7:30,0.43,0.384,2.76,109.2,10.74,6502.7,8.2,15.124,30.405
10/25/2022,7:35:29,10/25/2022 7:35,0.32,0.383,2.74,108.9,10.72,6502.8,8.19,15.124,38.469
10/25/2022,7:40:29,10/25/2022 7:40,0.32,0.382,2.77,109.1,10.73,6502.5,8.2,15.122,53.375
10/25/2022,7:45:29,10/25/2022 7:45,0.23,0.381,2.74,108,10.63,6506.2,8.18,15.12,64.355
10/25/2022,7:50:29,10/25/2022 7:50,0.28,0.381,2.75,108.1,10.63,6506.2,8.18,15.121,65.902
10/25/2022,7:55:29,10/25/2022 7:55,0.31,0.381,2.75,107.8,10.61,6509.5,8.17,15.122,79.139
10/25/2022,8:00:29,10/25/2022 8:00,0.42,0.38,2.76,107.2,10.55,6511.4,8.16,15.119,103.85
10/25/2022,8:05:29,10/25/2022 8:05,0.32,0.381,2.75,106.3,10.46,6512.8,8.14,15.12,144.06
10/25/2022,8:10:29,10/25/2022 8:10,0.31,0.381,2.77,106,10.43,6513.9,8.13,15.118,153.95
10/25/2022,8:15:29,10/25/2022 8:15,0.32,0.381,2.76,106.2,10.45,6514,8.14,15.12,168.86
10/25/2022,8:20:29,10/25/2022 8:20,0.32,0.38,2.76,106.3,10.46,6513.4,8.14,15.124,75.786
10/25/2022,8:25:29,10/25/2022 8:25,0.34,0.38,2.75,106.4,10.47,6512.9,8.14,15.127,68.369
10/25/2022,8:30:29,10/25/2022 8:30,0.31,0.38,2.72,106.8,10.51,6513.1,8.15,15.127,55.145
10/25/2022,8:35:29,10/25/2022 8:35,0.39,0.38,2.67,107.8,10.6,6509.3,8.17,15.128,76.636
10/25/2022,8:40:29,10/25/2022 8:40,0.28,0.38,2.66,109.2,10.75,6510.6,8.2,15.129,106.8
10/25/2022,8:45:29,10/25/2022 8:45,0.35,0.379,2.63,109.8,10.81,6504.5,8.22,15.123,68.582
10/25/2022,8:50:29,10/25/2022 8:50,0.28,0.379,2.64,110.1,10.83,6505.4,8.22,15.12,71.907
10/25/2022,8:55:29,10/25/2022 8:55,0.3,0.377,2.63,110.2,10.84,6505.9,8.21,15.12,55.59
10/25/2022,9:00:29,10/25/2022 9:00,0.28,0.377,2.63,110.4,10.86,6505.1,8.22,15.119,62.748
10/25/2022,9:05:29,10/25/2022 9:05,0.26,0.375,2.6,110.4,10.86,6505.3,8.22,15.127,72.913
10/25/2022,9:10:29,10/25/2022 9:10,0.25,0.374,2.6,110.5,10.87,6501.7,8.22,15.133,58.939
10/25/2022,9:15:29,10/25/2022 9:15,0.23,0.373,2.6,110.8,10.9,6503.7,8.23,15.137,71.38
10/25/2022,9:20:29,10/25/2022 9:20,0.4,0.373,2.6,111,10.92,6502.1,8.23,15.134,73.268
10/25/2022,9:25:29,10/25/2022 9:25,0.21,0.373,2.6,111.4,10.96,6501.2,8.24,15.137,96.677
10/25/2022,9:30:29,10/25/2022 9:30,0.34,0.373,2.63,111.9,11.01,6502.5,8.25,15.138,121.48
10/25/2022,9:35:29,10/25/2022 9:35,0.31,0.371,2.64,112.1,11.03,6499.8,8.26,15.14,142.15
10/25/2022,9:40:29,10/25/2022 9:40,0.26,0.37,2.65,112.1,11.03,6498.7,8.26,15.143,157.32
10/25/2022,9:45:29,10/25/2022 9:45,0.28,0.368,2.63,112.3,11.04,6498.4,8.26,15.145,138.64
10/25/2022,9:50:29,10/25/2022 9:50,0.4,0.369,2.64,112.3,11.05,6497.2,8.26,15.146,269.42
10/25/2022,9:55:29,10/25/2022 9:55,0.27,0.367,2.67,112.4,11.05,6499.5,8.26,15.145,386.16
10/25/2022,10:00:29,10/25/2022 10:00,0.26,0.367,2.66,112.4,11.05,6499.5,8.26,15.149,580.57
10/25/2022,10:05:29,10/25/2022 10:05,0.26,0.368,2.67,112.5,11.07,6500.5,8.27,15.148,534.82
10/25/2022,10:10:29,10/25/2022 10:10,0.22,0.366,2.7,112.6,11.07,6498.6,8.27,15.151,524
10/25/2022,10:15:29,10/25/2022 10:15,0.28,0.368,2.7,112.8,11.09,6500,8.27,15.152,672.04
10/25/2022,10:20:29,10/25/2022 10:20,0.3,0.367,2.7,112.8,11.09,6499.7,8.27,15.157,260.21
10/25/2022,10:25:29,10/25/2022 10:25,0.25,0.366,2.69,112.6,11.07,6499,8.26,15.162,145.33
10/25/2022,10:30:29,10/25/2022 10:30,0.24,0.365,2.68,112.7,11.08,6497.1,8.26,15.164,60.924
10/25/2022,10:35:29,10/25/2022 10:35,0.45,0.362,2.68,112.6,11.07,6497.9,8.26,15.172,101
10/25/2022,10:40:29,10/25/2022 10:40,0.31,0.362,2.68,112.9,11.1,6499.2,8.27,15.178,203.6
10/25/2022,10:45:29,10/25/2022 10:45,0.17,0.36,2.68,112.9,11.09,6495.1,8.27,15.183,180.31
10/25/2022,10:50:29,10/25/2022 10:50,0.28,0.356,2.68,113,11.1,6495.4,8.27,15.192,252.01
10/25/2022,10:55:29,10/25/2022 10:55,0.23,0.356,2.67,113.1,11.11,6495,8.27,15.202,249.32
10/25/2022,11:00:29,10/25/2022 11:00,0.26,0.354,2.66,113.3,11.13,6495.8,8.27,15.218,352.56
10/25/2022,11:05:29,10/25/2022 11:05,0.31,0.355,2.66,113.4,11.13,6495.3,8.27,15.242,155.25
10/25/2022,11:10:29,10/25/2022 11:10,0.29,0.354,2.66,114,11.19,6496.6,8.28,15.253,323.79
10/25/2022,11:15:29,10/25/2022 11:15,0.3,0.353,2.65,114.1,11.19,6491.9,8.28,15.276,369.09
10/25/2022,11:20:29,10/25/2022 11:20,0.36,0.354,2.67,114.3,11.21,6491.8,8.28,15.279,291.78
10/25/2022,11:25:29,10/25/2022 11:25,0.25,0.354,2.66,115.4,11.32,6491.6,8.3,15.276,228.03
10/25/2022,11:30:29,10/25/2022 11:30,0.29,0.355,2.68,115.3,11.31,6491.5,8.3,15.271,207.05
10/25/2022,11:35:29,10/25/2022 11:35,0.29,0.353,2.66,115.5,11.33,6489.3,8.3,15.272,173.46
10/25/2022,11:40:29,10/25/2022 11:40,0.24,0.352,2.68,115.9,11.37,6484.9,8.31,15.281,129.14
10/25/2022,11:45:29,10/25/2022 11:45,0.34,0.351,2.68,116.2,11.39,6482.9,8.32,15.282,99.49
10/25/2022,11:50:29,10/25/2022 11:50,0.3,0.349,2.67,116.4,11.41,6485,8.32,15.293,63.118
10/25/2022,11:55:29,10/25/2022 11:55,0.28,0.347,2.68,116.8,11.45,6483.2,8.33,15.302,41.105
10/25/2022,12:00:29,10/25/2022 12:00,0.3,0.346,2.66,117.1,11.48,6481.9,8.33,15.31,69.151
10/25/2022,12:05:29,10/25/2022 12:05,0.34,0.345,2.67,118.1,11.57,6478.2,8.35,15.311,32.265
10/25/2022,12:10:29,10/25/2022 12:10,0.32,0.343,2.66,118.3,11.59,6476.5,8.36,15.316,59.647
10/25/2022,12:15:29,10/25/2022 12:15,0.36,0.341,2.66,118.5,11.61,6476.3,8.36,15.323,118.69
10/25/2022,12:20:29,10/25/2022 12:20,0.3,0.341,2.64,118.3,11.59,6475.3,8.36,15.332,83.981
10/25/2022,12:25:29,10/25/2022 12:25,0.34,0.34,2.65,118.2,11.58,6471.6,8.35,15.346,70.118
10/25/2022,12:30:29,10/25/2022 12:30,0.53,0.338,2.65,119,11.65,6471.4,8.36,15.354,140.26
10/25/2022,12:35:29,10/25/2022 12:35,0.39,0.336,2.66,119.4,11.69,6468.9,8.37,15.349,238.06
10/25/2022,12:40:29,10/25/2022 12:40,0.34,0.334,2.64,119.5,11.71,6468.9,8.38,15.345,110.77
10/25/2022,12:45:29,10/25/2022 12:45,0.34,0.335,2.65,119.8,11.73,6466.5,8.38,15.349,79.775
10/25/2022,12:50:29,10/25/2022 12:50,0.3,0.334,2.67,120.2,11.77,6464.6,8.39,15.346,61.266
10/25/2022,12:55:29,10/25/2022 12:55,0.41,0.334,2.66,120.7,11.82,6460.6,8.4,15.344,48.845
10/25/2022,13:00:29,10/25/2022 13:00,0.4,0.332,2.63,120.6,11.82,6459.5,8.4,15.342,29.268
10/25/2022,13:05:29,10/25/2022 13:05,0.41,0.331,2.67,120.5,11.8,6460.6,8.4,15.339,27.77
10/25/2022,13:10:29,10/25/2022 13:10,0.4,0.328,2.66,120.7,11.82,6458.3,8.4,15.34,30.161
10/25/2022,13:15:29,10/25/2022 13:15,0.34,0.328,2.67,121.1,11.86,6457.3,8.41,15.341,23.05
10/25/2022,13:20:29,10/25/2022 13:20,0.35,0.327,2.67,121.1,11.86,6455.1,8.41,15.344,49.704
10/25/2022,13:25:29,10/25/2022 13:25,0.36,0.325,2.65,121.3,11.88,6457.2,8.42,15.346,26.611
10/25/2022,13:30:29,10/25/2022 13:30,0.32,0.32,2.66,121.6,11.91,6456.7,8.42,15.348,29.573
10/25/2022,13:35:29,10/25/2022 13:35,0.38,0.316,2.65,121.7,11.92,6454.4,8.42,15.351,27.575
10/25/2022,13:40:29,10/25/2022 13:40,0.37,0.314,2.66,122.1,11.96,6453.2,8.43,15.354,31.485
10/25/2022,13:45:29,10/25/2022 13:45,0.38,0.312,2.66,122.3,11.97,6453.3,8.43,15.357,15.693
10/25/2022,13:50:29,10/25/2022 13:50,0.41,0.31,2.67,122,11.95,6451.5,8.43,15.359,10.099
10/25/2022,13:55:29,10/25/2022 13:55,0.45,0.309,2.68,122.2,11.97,6452.4,8.43,15.361,10.695
10/25/2022,14:00:29,10/25/2022 14:00,0.43,0.307,2.69,122.1,11.96,6451.3,8.43,15.357,9.3988
10/25/2022,14:05:29,10/25/2022 14:05,0.46,0.305,2.69,122,11.94,6449.5,8.43,15.361,10.603
10/25/2022,14:10:29,10/25/2022 14:10,0.41,0.308,2.7,121.8,11.93,6451.5,8.43,15.359,4.2786
10/25/2022,14:15:29,10/25/2022 14:15,0.33,0.309,2.69,121.7,11.92,6452.4,8.42,15.358,6.7865
10/25/2022,14:20:29,10/25/2022 14:20,0.39,0.307,2.69,121.5,11.89,6452.1,8.42,15.363,5.5216
10/25/2022,14:25:29,10/25/2022 14:25,0.36,0.306,2.79,121.4,11.89,6453.6,8.42,15.365,5.6027
10/25/2022,14:30:29,10/25/2022 14:30,0.43,0.305,2.68,120.9,11.84,6454.1,8.41,15.368,2.6841
10/25/2022,14:35:29,10/25/2022 14:35,0.39,0.304,2.7,120.8,11.82,6454.6,8.41,15.37,4.9963
10/25/2022,14:40:29,10/25/2022 14:40,0.36,0.305,2.69,120.4,11.79,6457.3,8.4,15.375,4.3519
10/25/2022,14:45:29,10/25/2022 14:45,0.44,0.304,2.7,120,11.74,6458.6,8.4,15.383,5.045
10/25/2022,14:50:29,10/25/2022 14:50,0.42,0.306,2.69,119.7,11.71,6459,8.39,15.388,9.7517
10/25/2022,14:55:29,10/25/2022 14:55,0.41,0.307,2.68,119.4,11.68,6461.4,8.39,15.396,8.4718
10/25/2022,15:00:29,10/25/2022 15:00,0.37,0.306,2.68,119.3,11.67,6462.4,8.38,15.397,6.228
10/25/2022,15:05:29,10/25/2022 15:05,0.33,0.304,2.68,119.2,11.66,6462.8,8.38,15.403,19.708
10/25/2022,15:10:29,10/25/2022 15:10,0.39,0.308,2.67,119,11.64,6462.7,8.38,15.404,29.157
10/25/2022,15:15:29,10/25/2022 15:15,0.28,0.31,2.67,118.9,11.63,6462.9,8.38,15.404,27.059
10/25/2022,15:20:29,10/25/2022 15:20,0.45,0.305,2.67,118.6,11.6,6461.3,8.37,15.413,40.07
10/25/2022,15:25:29,10/25/2022 15:25,0.49,0.306,2.67,118.3,11.57,6461.8,8.37,15.419,48.203
10/25/2022,15:30:29,10/25/2022 15:30,0.44,0.311,2.68,118.3,11.57,6466.2,8.37,15.42,45.515
10/25/2022,15:35:29,10/25/2022 15:35,0.47,0.311,2.67,118.5,11.59,6464.7,8.37,15.422,74.559
10/25/2022,15:40:29,10/25/2022 15:40,0.32,0.313,2.67,118.5,11.59,6464.7,8.37,15.414,60.416
10/25/2022,15:45:29,10/25/2022 15:45,0.34,0.312,2.67,118.2,11.56,6465.7,8.36,15.42,89.584
10/25/2022,15:50:29,10/25/2022 15:50,0.29,0.314,2.68,118,11.54,6461.8,8.36,15.43,77.943
10/25/2022,15:55:29,10/25/2022 15:55,0.3,0.314,2.69,117.7,11.51,6463.1,8.36,15.436,98.424
10/25/2022,16:00:29,10/25/2022 16:00,0.25,0.32,2.67,117.4,11.48,6465.7,8.35,15.439,71.581
10/25/2022,16:05:29,10/25/2022 16:05,0.38,0.326,2.67,117.2,11.45,6468.1,8.35,15.442,72.062
10/25/2022,16:10:29,10/25/2022 16:10,0.34,0.319,2.68,116.9,11.42,6469.1,8.34,15.457,59.869
10/25/2022,16:15:29,10/25/2022 16:15,0.33,0.323,2.91,115.1,11.24,6399.5,8.33,15.508,47.399
10/25/2022,16:20:29,10/25/2022 16:20,0.31,0.319,2.71,116.5,11.38,6457.6,8.34,15.462,32.028
10/25/2022,16:25:29,10/25/2022 16:25,0.52,0.321,2.71,116.5,11.38,6439.3,8.34,15.474,25.655
10/25/2022,16:30:29,10/25/2022 16:30,0.36,0.32,2.66,116.3,11.35,6465.5,8.34,15.484,21.659
10/25/2022,16:35:29,10/25/2022 16:35,0.5,0.32,2.64,115.9,11.31,6460.9,8.33,15.496,18.095
10/25/2022,16:40:29,10/25/2022 16:40,0.46,0.319,2.64,115.9,11.32,6472.8,8.33,15.497,15.321
10/25/2022,16:45:29,10/25/2022 16:45,0.34,0.319,2.62,116,11.32,6468.2,8.33,15.505,12.907
10/25/2022,16:50:29,10/25/2022 16:50,0.45,0.32,2.6,116.3,11.35,6472.6,8.34,15.52,9.9648
10/25/2022,16:55:29,10/25/2022 16:55,0.47,0.32,2.6,116.5,11.36,6473.4,8.34,15.526,6.9073
10/25/2022,17:00:29,10/25/2022 17:00,0.44,0.32,2.61,116.3,11.35,6474.5,8.34,15.526,4.3588
10/25/2022,17:05:29,10/25/2022 17:05,0.69,0.322,2.61,116.4,11.35,6473.6,8.34,15.53,2.4471
10/25/2022,17:10:29,10/25/2022 17:10,0.54,0.324,2.61,116.5,11.36,6472.3,8.34,15.537,1.1335
10/25/2022,17:15:29,10/25/2022 17:15,0.45,0.325,2.62,116.7,11.38,6469.9,8.34,15.538,0.26988
10/25/2022,17:20:29,10/25/2022 17:20,0.57,0.326,2.6,116.6,11.37,6472.7,8.34,15.542,0.13445
10/25/2022,17:25:29,10/25/2022 17:25,0.61,0.327,2.61,116.6,11.38,6472.2,8.34,15.546,0.036773
10/25/2022,17:30:29,10/25/2022 17:30,0.55,0.328,2.61,116.6,11.37,6472,8.34,15.545,0.0092719
10/25/2022,17:35:29,10/25/2022 17:35,0.42,0.329,2.63,116.4,11.35,6471.3,8.34,15.55,0.0011667
10/25/2022,17:40:29,10/25/2022 17:40,0.73,0.328,2.62,116.3,11.34,6471.1,8.34,15.55,0.00024951
10/25/2022,17:45:29,10/25/2022 17:45,0.72,0.329,2.6,116.3,11.34,6472.1,8.34,15.549,6.99E-05
10/25/2022,17:50:29,10/25/2022 17:50,0.68,0.329,2.63,116.3,11.34,6472.3,8.34,15.547,0
10/25/2022,17:55:29,10/25/2022 17:55,0.48,0.328,2.65,116.2,11.33,6472.6,8.33,15.548,0
10/25/2022,18:00:29,10/25/2022 18:00,0.89,0.327,2.64,116,11.32,6472.4,8.33,15.543,0
10/25/2022,18:05:29,10/25/2022 18:05,0.55,0.326,2.72,116,11.32,6470.6,8.33,15.542,0
10/25/2022,18:10:29,10/25/2022 18:10,0.62,0.327,2.75,116,11.31,6471.8,8.33,15.542,0
10/25/2022,18:15:29,10/25/2022 18:15,0.55,0.328,2.81,115.7,11.29,6471.6,8.32,15.534,0
10/25/2022,18:20:29,10/25/2022 18:20,0.57,0.328,2.84,115.6,11.28,6472.8,8.32,15.528,0
10/25/2022,18:25:29,10/25/2022 18:25,0.41,0.33,2.86,115.5,11.27,6472.1,8.33,15.523,0
10/25/2022,18:30:29,10/25/2022 18:30,0.57,0.331,2.91,115.3,11.25,6473,8.32,15.518,0
10/25/2022,18:35:29,10/25/2022 18:35,0.44,0.332,2.97,115.1,11.24,6474.1,8.32,15.509,0
10/25/2022,18:40:29,10/25/2022 18:40,0.43,0.332,2.92,115,11.23,6473.3,8.32,15.499,0
10/25/2022,18:45:29,10/25/2022 18:45,0.42,0.333,2.95,114.9,11.21,6475.1,8.31,15.494,0
10/25/2022,18:50:29,10/25/2022 18:50,0.55,0.334,2.91,115,11.23,6474.2,8.31,15.492,0
10/25/2022,18:55:29,10/25/2022 18:55,0.47,0.335,2.86,114.7,11.2,6471.1,8.31,15.493,0
10/25/2022,19:00:29,10/25/2022 19:00,0.57,0.335,2.85,115,11.22,6473.1,8.31,15.489,0
10/25/2022,19:05:29,10/25/2022 19:05,0.54,0.336,2.93,114.5,11.18,6475.6,8.3,15.484,0
10/25/2022,19:10:29,10/25/2022 19:10,0.56,0.338,3.05,113.6,11.1,6477.2,8.3,15.456,0
10/25/2022,19:15:29,10/25/2022 19:15,0.58,0.339,3,113.6,11.1,6478.1,8.29,15.451,0
10/25/2022,19:20:29,10/25/2022 19:20,0.44,0.34,2.96,113.4,11.09,6478.3,8.3,15.45,0
10/25/2022,19:25:29,10/25/2022 19:25,0.54,0.34,3.01,113,11.05,6479.4,8.28,15.429,0
10/25/2022,19:30:29,10/25/2022 19:30,0.57,0.34,3.05,112.9,11.03,6478.7,8.28,15.44,0
10/25/2022,19:35:29,10/25/2022 19:35,0.65,0.341,3.12,110.9,10.84,6486.3,8.25,15.437,0
10/25/2022,19:40:29,10/25/2022 19:40,0.67,0.342,3.14,111.1,10.86,6489.6,8.24,15.44,0
10/25/2022,19:45:29,10/25/2022 19:45,0.84,0.342,3.08,111,10.85,6486.4,8.25,15.447,0
10/25/2022,19:50:29,10/25/2022 19:50,0.48,0.343,2.99,112.5,10.99,6485.5,8.27,15.453,0
10/25/2022,19:55:29,10/25/2022 19:55,0.49,0.344,3.19,110,10.75,6492,8.21,15.437,0
10/25/2022,20:00:29,10/25/2022 20:00,0.52,0.346,3.19,109.2,10.67,6493.9,8.2,15.437,0
10/25/2022,20:05:29,10/25/2022 20:05,0.51,0.348,3.24,109,10.65,6495.9,8.19,15.427,0
10/25/2022,20:10:29,10/25/2022 20:10,0.52,0.349,3.35,107,10.46,6506.1,8.14,15.428,0
10/25/2022,20:15:29,10/25/2022 20:15,0.49,0.35,3.15,108.5,10.61,6495.5,8.18,15.425,0
10/25/2022,20:20:29,10/25/2022 20:20,0.54,0.35,3.21,108.2,10.58,6499.1,8.17,15.416,0
10/25/2022,20:25:29,10/25/2022 20:25,0.45,0.352,3.29,107.6,10.53,6500.1,8.14,15.4,0
10/25/2022,20:30:29,10/25/2022 20:30,0.42,0.352,3.49,105.9,10.36,6502.9,8.08,15.397,0
10/25/2022,20:35:29,10/25/2022 20:35,0.56,0.352,3.5,104.5,10.23,6508.3,8.05,15.385,0
10/25/2022,20:40:29,10/25/2022 20:40,0.49,0.351,3.7,102,9.98,6512.2,7.98,15.363,0
10/25/2022,20:45:29,10/25/2022 20:45,0.43,0.353,4.02,98.5,9.64,6516,7.88,15.357,0
10/25/2022,20:50:29,10/25/2022 20:50,0.34,0.353,3.92,98,9.6,6519.2,7.87,15.335,0
10/25/2022,20:55:29,10/25/2022 20:55,0.45,0.353,4.02,96,9.4,6523.7,7.82,15.308,0
10/25/2022,21:00:29,10/25/2022 21:00,0.26,0.354,4.31,91.8,9,6523.7,7.72,15.285,0
